l_temp,dd,p,mn,s,mn_s,mn_s_t,super_heat,tt,cs,mcwf,mould_level,mcwd_temp,sczfr,m_f,heat_ext
1506,7,0.021,1.061,0.015,70.73333333,37.65403131,48,1554,2.82,2221.91,61.06,5.37,449.43,159.3723404,17770552.53
1505,8,0.017,1.218,0.016,76.125,35.77449321,45,1550,3.1,2228.61,61.26,5.28,450.03,145.1709677,15942469.47
1505,6,0.026,1.203,0.015,80.2,37.65403131,46,1551,2.49,2226.39,60.85,5.72,449.42,180.4899598,21480639.9
1508,3,0.018,0.761,0.02,38.05,29.96988564,37,1545,2.84,2226.12,61.16,4.96,448.71,157.9964789,16329060.51
1508,10,0.022,0.747,0.02,37.35,29.96988564,34,1542,2.86,2240.81,61.06,4.9,449.97,157.3321678,16124430
1508,7,0.015,0.732,0.017,43.05882353,34.09448306,49,1557,3.17,2237.77,61.1,5.01,449.95,141.9400631,14853992.54
1508,8,0.018,0.74,0.026,28.46153846,24.33786233,37,1545,3.09,2236.72,60.93,4.48,449.95,145.6148867,13620104.7
1506,9,0.025,1.022,0.016,63.875,35.77449321,56,1562,3.03,2232.88,61.09,5.17,449.95,148.4983498,16001569.74
1508,2,0.018,0.735,0.02,36.75,29.96988564,52,1560,2.95,2234.87,61.05,4.73,450.03,152.5525424,15050144.89
1508,7,0.016,0.758,0.014,54.14285714,39.77262916,87,1595,2.33,2239.56,59.52,0.28,359.1,154.1201717,1130353.03
1508,8,0.026,0.771,0.017,45.35294118,34.09448306,31,1539,3.38,2240.07,61.27,4.95,449.64,133.0295858,13778418.73
1508,5,0.015,0.96,0.017,56.47058824,34.09448306,42,1550,2.8,2241.23,60.94,5.53,449.98,160.7071429,18591002.85
1508,7,0.028,0.77,0.02,38.5,29.96988564,45,1553,3.35,2237.47,61.1,5.64,449.95,134.3134328,15821250.56
1508,6,0.014,0.78,0.017,45.88235294,34.09448306,81,1589,2.35,2242.62,59.29,0.18,364.1,154.9361702,721455.6255
1508,5,0.015,0.735,0.017,43.23529412,34.09448306,34,1542,2.98,2246.62,60.9,5.08,450.11,151.0436242,16085196.08
1508,5,0.02,0.761,0.024,31.70833333,25.93359266,46,1554,2.85,2243.04,61.15,4.69,450,157.8947368,15502948.04
1508,7,0.029,0.749,0.018,41.61111111,32.58285073,53,1561,3.05,2246.04,60.95,4.75,449.93,147.5180328,14691310.82
1508,5,0.022,0.767,0.024,31.95833333,25.93359266,53,1561,2.79,2242.4,60.85,5.86,447,160.2150538,19781343.66
1508,8,0.022,0.745,0.02,37.25,29.96988564,38,1546,2.88,2225.38,61.19,4.89,450.05,156.2673611,15869741.13
1508,8,0.024,0.775,0.024,32.29166667,25.93359266,44,1552,2.59,2226.8,61.15,5.7,450.1,173.7837838,20582854.05
1508,4,0.035,0.735,0.018,40.83333333,32.58285073,74,1582,2.26,2225.21,59.36,0.18,355.06,157.1061947,744362.2832
1510,6,0.026,1.02,0.016,63.75,35.77449321,62,1572,2.36,2221,59.48,0.45,366.43,155.2669492,1778682.203
1508,6,0.027,0.75,0.025,30,25.10710746,44,1552,2.87,2228.03,60.89,5.35,450.04,156.8083624,17443844.63
1508,10,0.022,0.76,0.024,31.66666667,25.93359266,53,1561,2.66,2224.71,60.89,5.71,450.07,169.1992481,20057517
1508,7,0.016,0.715,0.018,39.72222222,32.58285073,40,1548,2.65,2227.67,61.07,5.61,449.94,169.7886792,19806928.51
1508,10,0.02,0.77,0.023,33.47826087,26.82423957,28,1536,2.95,2225.23,61.01,5.42,435.31,147.5627119,17171232.45
1508,8,0.027,0.745,0.021,35.47619048,28.83191546,49,1557,3.26,2217.82,61.2,5.57,449.96,138.0245399,15915239.6
1508,5,0.026,0.74,0.024,30.83333333,25.93359266,52,1560,3.13,2216.07,60.91,6.59,449.99,143.7667732,19596289.28
1508,8,0.023,0.759,0.014,54.21428571,39.77262916,43,1551,3.33,2214.52,60.98,6.13,450.09,135.1621622,17121631.21
1508,9,0.017,0.738,0.016,46.125,35.77449321,71,1579,2.28,2223.53,59.79,0.19,359.3,157.5877193,778235.5
1506,5,0.022,1.06,0.014,75.71428571,39.77262916,49,1555,2.78,2226.78,60.97,6.07,450,161.8705036,20420694
1506,8,0.028,1.048,0.017,61.64705882,34.09448306,56,1562,2.86,2225.84,61.03,6.66,450.03,157.3531469,21769649.12
1506,8,0.025,1.045,0.012,87.08333333,44.94691449,45,1551,3.01,2225.15,61.1,5.62,450.06,149.5215947,17449315.81
1506,8,0.028,1.05,0.023,45.65217391,26.82423957,46,1552,2.41,2226.89,61.02,5.88,378.19,156.9253112,22819616.37
1506,7,0.024,1.04,0.016,65,35.77449321,49,1555,2.39,2221.18,60.91,5.69,383.12,160.3012552,22209941.27
1506,8,0.032,1.055,0.025,42.2,25.10710746,57,1563,3.24,2220.25,60.93,6.46,449.8,138.8271605,18592537.96
1506,9,0.017,1.089,0.016,68.0625,35.77449321,51,1557,3.01,2222.1,61.03,6.16,450.08,149.5282392,19099724.65
1506,8,0.03,1.047,0.02,52.35,29.96988564,51,1557,2.97,2224.86,61.13,5.82,449.95,151.4983165,18311272
1508,8,0.013,0.751,0.014,53.64285714,39.77262916,77,1585,2.37,2199.59,59.21,0.41,369.09,155.7341772,1598183.114
1508,7,0.026,0.743,0.019,39.10526316,31.21470086,37,1545,2.73,2198.75,61.03,6.19,442.78,162.1904762,20938865.38
1506,2,0.02,1.055,0.022,47.95454545,27.78715793,22,1528,3,2199.96,61.05,5.97,450,150,18387265.68
1506,5,0.025,1.07,0.017,62.94117647,34.09448306,51,1557,2.73,2201.03,60.94,5.45,434.21,159.0512821,18454790
1506,9,0.02,1,0.021,47.61904762,28.83191546,42,1548,2.61,2202.16,60.93,5.1,413.63,158.4789272,18072899.31
1506,8,0.024,1.052,0.023,45.73913043,26.82423957,37,1543,2.99,2202.87,61.2,5.51,429.78,143.7391304,17049771.75
1506,7,0.021,1.1,0.025,44,25.10710746,51,1557,2.52,2202.95,60.7,5.74,423.81,168.1785714,21074888.33
1510,6,0.017,0.989,0.014,70.64285714,39.77262916,58,1568,2.28,2262.34,59.27,0.11,361.85,158.7061404,458421.5263
1508,8,0.015,0.729,0.014,52.07142857,39.77262916,49,1557,2.65,2269.39,61.16,5.5,390.52,147.3660377,19782229.81
1506,6,0.026,1.058,0.017,62.23529412,34.09448306,39,1545,2.93,2265.1,61.22,5.55,445.46,152.0341297,18020300.68
1508,10,0.023,0.763,0.019,40.15789474,31.21470086,44,1552,2.92,2266.64,60.95,5.83,449.98,154.1027397,19007173.64
1508,2,0.019,0.749,0.024,31.20833333,25.93359266,42,1550,3.06,2264.53,61.02,5.58,449.96,147.0457516,17343635.65
1508,9,0.024,0.734,0.014,52.42857143,39.77262916,45,1553,2.82,2265.46,61.07,4.94,446.57,158.358156,16668001.45
1508,10,0.031,0.774,0.013,59.53846154,42.18126779,47,1555,3.25,2264.35,60.98,5.3,450.09,138.4892308,15509055.69
1508,8,0.016,0.75,0.021,35.71428571,28.83191546,51,1559,3,2267.25,61,5.1,450.04,150.0133333,16188165
1506,12,0.022,1.067,0.013,82.07692308,42.18126779,43,1549,3.21,2265.92,60.9,5.93,449.41,140.0031153,17580997.98
1506,8,0.021,1.023,0.021,48.71428571,28.83191546,34,1540,2.79,2267.17,61.12,5.54,449.98,161.2831541,18907710.24
1506,10,0.02,1.02,0.021,48.57142857,28.83191546,52,1558,2.41,2266.48,59.36,0.22,370.5,153.7344398,868974.0747
1506,10,0.021,1.003,0.024,41.79166667,25.93359266,15,1521,2.91,2262.34,60.94,5.71,450.01,154.6426117,18644480.37
1506,13,0.024,1.05,0.016,65.625,35.77449321,43,1549,2.54,2264.68,60.75,5.8,421.6,165.984252,21719529.45
1506,12,0.02,1.062,0.014,75.85714286,39.77262916,85,1591,2.32,2264.56,59.58,0.2,355.22,153.112069,819926.8966
1506,12,0.021,1.033,0.015,68.86666667,37.65403131,39,1545,2.89,2265.8,61.07,5.14,449.95,155.6920415,16925290.8
1506,12,0.02,1.01,0.015,67.33333333,37.65403131,38,1544,2.76,2266.51,61.07,5.09,450.02,163.0507246,17555598.11
1508,13,0.016,0.77,0.012,64.16666667,44.94691449,84,1592,2.33,2270.81,59.28,0.14,374.3,160.6437768,573062.7811
1508,10,0.029,0.768,0.014,54.85714286,39.77262916,42,1550,2.83,2273.04,61.11,4.7,444.85,157.1908127,15855056.4
1508,12,0.016,0.75,0.021,35.71428571,28.83191546,33,1541,2.93,2272.18,61.05,4.88,449.6,153.447099,15894403.17
1508,13,0.02,0.76,0.014,54.28571429,39.77262916,47,1555,2.95,2266.15,60.9,5.14,449.99,152.5389831,16583608.88
1506,14,0.02,1.076,0.023,46.7826087,26.82423957,41,1547,2.86,2271.33,60.99,5.4,449.91,157.3111888,18011805.73
1506,13,0.02,1.045,0.017,61.47058824,34.09448306,46,1552,2.84,2265.42,61.01,4.63,449.99,158.4471831,15511745.54
1506,3,0.02,1.055,0.014,75.35714286,39.77262916,48,1554,2.78,2243.61,61.01,5.75,449.64,161.7410072,19490353.06
1506,8,0.023,1.078,0.021,51.33333333,28.83191546,47,1553,2.68,2245.4,60.88,5.62,447.43,166.9514925,19776276.72
1506,10,0.023,1.089,0.016,68.0625,35.77449321,46,1552,3.17,2245.59,61.09,5.58,449.98,141.9495268,16601781.46
1506,2,0.016,1.046,0.012,87.16666667,44.94691449,44,1550,2.9,2244.02,61.1,5.07,448.98,154.8206897,16477297.2
1506,3,0.024,1.061,0.018,58.94444444,32.58285073,53,1559,2.88,2244.87,61.25,5.66,450.04,156.2638889,18529531.13
1506,3,0.017,1.059,0.016,66.1875,35.77449321,43,1549,3.02,2243.56,61.07,5.39,449.95,148.9900662,16817785.19
1508,6,0.019,0.898,0.019,47.26315789,31.21470086,54,1562,2.89,2235.61,60.94,5.17,449.85,155.6574394,16797244.13
1506,4,0.018,1.07,0.016,66.875,35.77449321,45,1551,2.9,2244.57,61.04,5.05,450.04,155.1862069,16416320.59
1506,7,0.025,1.088,0.011,98.90909091,48.15942887,40,1546,2.76,2242.2,61.01,5.11,429.7,155.6884058,17435542.17
1508,10,0.023,0.712,0.027,26.37037037,23.61991192,43,1551,2.91,2272.21,59.81,9.48,180.86,62.15120275,31089454.76
1508,4,0.019,0.75,0.027,27.77777778,23.61991192,37,1545,2.81,2216.51,60.13,8.32,182.71,65.02135231,27563603.36
1508,2,0.025,0.757,0.023,32.91304348,26.82423957,21,1529,2.77,2218.18,60.2,9.03,186.72,67.40794224,30370647.9
1508,6,0.019,0.857,0.028,30.60714286,22.94811947,47,1555,2.43,2212.35,60.07,8.95,182.83,75.23868313,34223142.59
1508,11,0.024,0.726,0.021,34.57142857,28.83191546,65,1573,2.34,2209.86,59.59,9.42,185.93,79.45726496,37363632.92
1508,7,0.022,0.719,0.031,23.19354839,21.1678094,47,1555,2.97,2203.48,60.29,9.79,180.11,60.64309764,30505956.44
1508,10,0.021,0.721,0.017,42.41176471,34.09448306,37,1545,3,2211.72,60.14,9.27,185.19,61.73,28703702.16
1508,14,0.019,0.711,0.026,27.34615385,24.33786233,45,1553,2.87,2208.2,59.89,9.45,181.49,63.2369338,30537790.24
1508,7,0.02,0.74,0.023,32.17391304,26.82423957,55,1563,2.69,2207.98,60.02,9.81,182.55,67.86245353,33819030.47
1508,8,0.023,0.77,0.027,28.51851852,23.61991192,42,1550,2.85,2213.9,60.27,8.9,180.56,63.35438596,29037046.32
1508,7,0.013,0.724,0.023,31.47826087,26.82423957,46,1554,2.85,2210.15,60.07,9.37,180.18,63.22105263,30518681.79
1508,15,0.018,0.8,0.029,27.5862069,22.31802259,45,1553,2.39,2208.66,60.09,9.42,180.28,75.43096234,36562102.19
1508,15,0.02,0.774,0.024,32.25,25.93359266,42,1550,2.91,2201.54,60.16,9.54,189.21,65.02061856,30313163.13
1508,12,0.014,0.74,0.026,28.46153846,24.33786233,47,1555,2.7,2206.82,60.08,9.19,185.87,68.84074074,31547717.91
1508,17,0.031,0.842,0.021,40.0952381,28.83191546,40,1548,2.8,2208.99,60.28,9.36,187.93,67.11785714,31014219.6
1508,16,0.029,0.733,0.023,31.86956522,26.82423957,48,1556,2.51,2203.75,59.88,9.52,180.55,71.93227092,35105474.1
1508,4,0.017,0.754,0.03,25.13333333,21.72572514,47,1555,2.8,2190.94,59.81,9.23,185.47,66.23928571,30333564.3
1508,6,0.02,0.754,0.025,30.16,25.10710746,57,1565,2.91,2195.9,60.19,9.35,186.78,64.18556701,29633330.93
1510,5,0.016,1.087,0.021,51.76190476,28.83191546,45,1555,2.87,2189.57,59.91,9.39,192.38,67.03135889,30087896.05
1508,5,0.033,0.748,0.014,53.42857143,39.77262916,52,1560,3.35,2194.56,59.9,9.99,198.87,59.3641791,27486372.68
1508,6,0.019,0.73,0.024,30.41666667,25.93359266,47,1555,2.97,2190.77,59.95,9.73,196.24,66.07407407,30144110.04
1508,8,0.022,0.72,0.024,30,25.93359266,64,1572,2.29,2196.4,59.45,9.25,185.27,80.90393013,37262069.87
1508,12,0.014,0.72,0.02,36,29.96988564,44,1552,2.74,2198.65,59.96,9.29,189.89,69.30291971,31309096.97
1508,7,0.021,0.752,0.018,41.77777778,32.58285073,49,1557,2.65,2196.91,59.93,9.45,184.72,69.70566038,32903908.64
1508,8,0.022,0.734,0.022,33.36363636,27.78715793,52,1560,2.48,2193.99,60.28,9.73,188.76,76.11290323,36153062.64
1508,9,0.017,0.72,0.024,30,25.93359266,42,1550,2.77,2198.05,60.23,9.2,192.9,69.63898917,30661607.22
1508,10,0.014,0.772,0.018,42.88888889,32.58285073,48,1556,2.8,2195.31,59.84,10.39,185.79,66.35357143,34213906.35
1508,12,0.017,0.748,0.018,41.55555556,32.58285073,44,1552,2.94,2196.91,60.1,9.91,180.57,61.41836735,31101968.71
1508,14,0.023,0.71,0.022,32.27272727,27.78715793,36,1544,2.86,2204.07,59.94,8.57,182.4,63.77622378,27738914.54
1508,14,0.021,0.73,0.024,30.41666667,25.93359266,55,1563,3.01,2199.44,59.95,8.92,181.26,60.2192691,27375355.53
1508,13,0.018,0.78,0.026,30,24.33786233,15,1523,2.89,2195.99,60.16,9.63,183.14,63.37024221,30733221.99
1508,11,0.021,0.706,0.024,29.41666667,25.93359266,44,1552,2.89,2196.44,59.85,8.85,189.83,65.68512111,28249714.46
1508,13,0.019,0.72,0.026,27.69230769,24.33786233,35,1543,2.9,2200.49,59.19,9.01,185.77,64.05862069,28714118.13
1506,8,0.025,0.73,0.013,56.15384615,42.18126779,67,1573,2.25,2200.28,58.49,9.27,183.92,81.74222222,38073645.12
1506,6,0.02,1.04,0.024,43.33333333,25.93359266,40,1546,2.77,2198.84,59.23,8.93,183.35,66.19133574,29772452.36
1506,11,0.013,1.04,0.017,61.17647059,34.09448306,50,1556,2.81,2202.06,58.92,8.8,186.58,66.39857651,28963750.04
1506,13,0.024,1.033,0.017,60.76470588,34.09448306,56,1562,2.94,2201.96,58.79,8.9,189.56,64.47619048,27996348.57
1506,13,0.017,1.132,0.027,41.92592593,23.61991192,44,1550,2.83,2202.7,59.08,8.54,180.64,63.83038869,27917471.24
1506,10,0.015,1.18,0.026,45.38461538,24.33786233,44,1550,2.79,2203.9,58.9,8.34,186.84,66.96774194,27669609.03
1506,11,0.011,1.066,0.024,44.41666667,25.93359266,23,1529,2.91,2201.23,58.91,9.03,186.01,63.9209622,28688607.9
1506,12,0.024,1.14,0.019,60,31.21470086,52,1558,2.9,2203.01,59.01,9.11,185.63,64.01034483,29066058.14
1506,16,0.022,1.035,0.019,54.47368421,31.21470086,46,1552,2.92,2205.03,58.87,9.19,190.01,65.07191781,29147173.95
1506,5,0.024,1.036,0.024,43.16666667,25.93359266,80,1586,2.46,2212.81,66,9.6,183.82,74.72357724,36268495.61
1506,6,0.02,1.036,0.017,60.94117647,34.09448306,53,1559,2.88,2216.22,66.02,9.54,181.78,63.11805556,30833160.75
1508,6,0.025,0.765,0.019,40.26315789,31.21470086,53,1561,2.68,2216.29,66.39,9.46,180.11,67.20522388,32857326.22
1506,8,0.018,1.01,0.033,30.60606061,20.1434254,53,1559,2.82,2220.04,66.1,9.14,184.5,65.42553191,30220884.94
1508,8,0.016,0.745,0.021,35.47619048,28.83191546,57,1565,2.9,2221.78,65.85,9.39,184.32,63.55862069,30214675.74
1506,8,0.024,1.028,0.03,34.26666667,21.72572514,44,1550,2.77,2217.91,65.67,9.26,181.27,65.44043321,31140417.23
1508,7,0.02,0.785,0.019,41.31578947,31.21470086,61,1569,2.45,2215.69,65.98,8.57,186.71,76.20816327,32551651.37
1508,8,0.014,0.785,0.025,31.4,25.10710746,19,1527,2.64,2213.98,66.05,8.87,181.36,68.6969697,31242276.86
1508,6,0.013,0.73,0.022,33.18181818,27.78715793,42,1550,2.61,2214.53,66.06,8.73,195.07,74.7394636,31110328.34
1508,6,0.015,0.706,0.018,39.22222222,32.58285073,54,1562,2.76,2223.62,66.21,8.43,188.51,68.30072464,28525177.43
1508,8,0.016,0.765,0.015,51,37.65403131,43,1551,2.87,2213.96,65.91,8.83,187.18,65.2195122,28608683.12
1508,11,0.017,0.743,0.018,41.27777778,32.58285073,48,1556,2.94,2217.52,66.25,8.79,187.87,63.90136054,27845715.43
1508,13,0.015,0.725,0.022,32.95454545,27.78715793,55,1563,2.88,2217.03,66.04,8.99,188.11,65.31597222,29066187.06
1508,15,0.015,0.723,0.034,21.26470588,19.67192734,51,1559,2.71,2276.52,65.91,8.96,180.7,66.67896679,31612546.36
1508,12,0.024,0.722,0.03,24.06666667,21.72572514,43,1551,2.46,2278.69,65.83,8.46,188.91,76.79268293,32913176.05
1508,13,0.014,0.707,0.02,35.35,29.96988564,32,1540,2.9,2278.32,65.96,8.97,185.8,64.06896552,29597733.68
1506,16,0.024,1.06,0.024,44.16666667,25.93359266,94,1600,2.32,2239.53,65.8,9.01,181.4,78.18965517,36529437.18
1506,16,0.023,1.036,0.025,41.44,25.10710746,57,1563,2.81,2239.31,60.86,8.81,186.11,66.23131673,29487170.33
1508,8,0.016,0.732,0.029,25.24137931,22.31802259,45,1553,2.86,2232.28,60.97,8.19,187.03,65.3951049,26848240.36
1506,15,0.022,1.06,0.022,48.18181818,27.78715793,35,1541,2.9,2239.89,61,8.87,189.82,65.45517241,28774090.37
1508,15,0.017,0.769,0.026,29.57692308,24.33786233,50,1558,2.78,2243.13,60.84,8.82,185.69,66.79496403,29890110.69
1508,9,0.014,0.71,0.016,44.375,35.77449321,58,1566,2.78,2242.03,60.91,8.95,189.38,68.12230216,30315794.14
1506,15,0.019,1.02,0.02,51,29.96988564,56,1562,2.67,2245.1,61.03,9.08,186.05,69.68164794,32067091.24
1506,15,0.014,1.02,0.016,63.75,35.77449321,45,1551,2.92,2246.01,61.07,9.05,191.95,65.73630137,29236589.08
1506,8,0.02,1.03,0.018,57.22222222,32.58285073,44,1550,2.77,2247.31,61.08,9.06,186.47,67.31768953,30871711.23
1506,14,0.017,1.065,0.021,50.71428571,28.83191546,57,1563,2.68,2240.12,60.72,9.59,188.94,70.5,33666997.52
1506,15,0.028,1.07,0.015,71.33333333,37.65403131,82,1588,2.26,2245.18,60.7,8.91,181.23,80.19026549,37176604.41
1506,8,0.021,1.05,0.025,42,25.10710746,47,1553,2.84,2246.4,61.18,8.63,189.54,66.73943662,28670075.49
1508,13,0.025,0.726,0.019,38.21052632,31.21470086,44,1552,2.73,2240.88,60.95,9.27,186.07,68.15750916,31958396.31
1506,17,0.022,1.04,0.025,41.6,25.10710746,41,1547,2.69,2242.04,61.21,9.44,185.09,68.80669145,33045502.57
1506,15,0.027,1.06,0.018,58.88888889,32.58285073,34,1540,2.74,2244.99,61.06,9.11,192.86,70.38686131,31349564.74
1506,16,0.026,1.07,0.03,35.66666667,21.72572514,39,1545,2.83,2245.28,60.71,9.01,185.59,65.5795053,30023281.19
1508,14,0.017,0.76,0.014,54.28571429,39.77262916,23,1531,2.84,2247.4,60.91,8.65,189.04,66.56338028,28749310.56
1508,15,0.022,0.767,0.019,40.36842105,31.21470086,37,1545,2.84,2248.49,61.1,9.04,185.93,65.46830986,30060094.48
1510,5,0.016,0.96,0.024,40,25.93359266,49,1559,2.88,2248.37,61.09,8.56,190.49,66.14236111,28067152.17
1508,15,0.014,0.73,0.02,36.5,29.96988564,43,1551,2.84,2240.86,61.25,9.3,189.35,66.67253521,30819715.35
1508,22,0.019,0.725,0.027,26.85185185,23.61991192,36,1544,3.22,2245.22,61.09,9.04,189.49,58.84782609,26474072.35
1508,18,0.03,0.71,0.019,37.36842105,31.21470086,46,1554,2.7,2246.88,61.04,9.79,192.4,71.25925926,34217485.87
1508,14,0.015,0.73,0.021,34.76190476,28.83191546,44,1552,2.52,2243.87,61.17,9.29,197.9,78.53174603,34742587.17
1508,13,0.014,0.751,0.018,41.72222222,32.58285073,66,1574,2.31,2242.86,60.73,9.08,189.14,81.87878788,37027579.64
1508,18,0.018,0.749,0.023,32.56521739,26.82423957,56,1564,3.08,2240.99,60.99,9.45,187.36,60.83116883,28878212.05
1508,13,0.017,0.7,0.018,38.88888889,32.58285073,50,1558,2.98,2246.4,61.07,8.65,192.85,64.7147651,27386480.54
1508,17,0.035,0.82,0.022,37.27272727,27.78715793,42,1550,2.53,2248.9,60.84,8.96,189.86,75.04347826,33450831.94
1508,17,0.021,0.752,0.02,37.6,29.96988564,44,1552,2.81,2249.79,60.75,8.58,180.98,64.40569395,28851755.32
1508,19,0.022,0.69,0.014,49.28571429,39.77262916,64,1572,2.69,2243.25,60.77,9.23,181.46,67.45724907,32327817.66
1508,14,0.015,0.702,0.025,28.08,25.10710746,40,1548,2.74,2242.08,61.18,9.35,180.8,65.98540146,32133752.41
1508,8,0.016,0.7,0.015,46.66666667,37.65403131,59,1567,2.69,2265.92,61.04,8.9,185.36,68.9070632,31487022.16
1508,7,0.032,0.743,0.025,29.72,25.10710746,55,1563,2.59,2272.91,60.75,9.12,189.76,73.26640927,33614496
1508,8,0.025,0.75,0.019,39.47368421,31.21470086,53,1561,2.73,2274.46,61.03,9.59,181.35,66.42857143,33557032.92
1508,8,0.018,0.79,0.013,60.76923077,42.18126779,31,1539,2.78,2278.3,60.91,9.03,181.17,65.16906475,31081584.82
1508,6,0.018,0.75,0.024,31.25,25.93359266,40,1548,2.65,2273.77,60.77,9.14,181.05,68.32075472,32937918.02
1508,11,0.015,0.7,0.022,31.81818182,27.78715793,45,1553,2.99,2324,60.75,8.23,183.75,61.4548495,26866683.61
1508,7,0.016,0.742,0.019,39.05263158,31.21470086,30,1538,2.94,2324.23,61,8.61,190.91,64.93537415,28588029
1508,9,0.022,0.743,0.022,33.77272727,27.78715793,45,1553,2.84,2326.95,61.31,9.11,183.07,64.46126761,31349915.81
1508,12,0.021,0.789,0.028,28.17857143,22.94811947,28,1536,2.86,2330.01,60.9,8.03,180.75,63.1993007,27476194.85
1508,9,0.026,0.75,0.03,25,21.72572514,47,1555,2.86,2327.8,61.09,8.01,181.54,63.47552448,27381764.9
1508,9,0.02,0.726,0.022,33,27.78715793,40,1548,2.9,2324.41,60.78,7.75,180.51,62.24482759,26089498.45
1508,8,0.014,0.79,0.016,49.375,35.77449321,43,1551,2.85,2331.29,60.88,8.46,180.75,63.42105263,29065051.33
1506,9,0.022,1.014,0.029,34.96551724,22.31802259,44,1550,2.75,2327.68,61.27,8.89,180.9,65.78181818,31603969.4
1508,10,0.022,0.75,0.019,39.47368421,31.21470086,40,1548,2.85,2330.36,61.13,1.08,186.37,65.39298246,3708951.916
1508,11,0.018,0.72,0.019,37.89473684,31.21470086,51,1559,2.81,2329.9,61.02,0.76,191.39,68.11032028,2646633.737
1506,11,0.02,1.04,0.016,65,35.77449321,54,1560,2.85,2329.86,60.85,9.03,181.47,63.67368421,31004305.39
1508,8,0.025,0.722,0.023,31.39130435,26.82423957,30,1538,2.86,2333.28,60.94,9.79,199.48,69.74825175,33545387.08
1506,14,0.015,1.086,0.017,63.88235294,34.09448306,51,1557,3.04,2329.99,61.02,8.67,185.27,60.94407895,27909294.69
1508,13,0.026,0.77,0.027,28.51851852,23.61991192,38,1546,2.96,2334.5,61.19,8.3,183.22,61.89864865,27493469.59
1506,12,0.02,1.04,0.021,49.52380952,28.83191546,30,1536,2.88,2336.65,60.69,8.56,181.56,63.04166667,29169180.83
1508,8,0.021,0.734,0.02,36.7,29.96988564,65,1573,2.78,2328.42,60.9,9.28,185.52,66.73381295,32644783.42
1508,10,0.015,0.76,0.028,27.14285714,22.94811947,55,1563,2.73,2326.52,60.95,8.71,182.65,66.9047619,31175368
1508,7,0.013,0.72,0.029,24.82758621,22.31802259,48,1556,2.72,2332.41,61,8.11,181.43,66.70220588,29208290.23
1508,6,0.018,0.72,0.019,37.89473684,31.21470086,37,1545,2.86,2334.28,60.9,8.39,181.22,63.36363636,28760614.91
1508,9,0.015,0.725,0.034,21.32352941,19.67192734,48,1556,2.83,2333.95,61.14,8.59,180.5,63.78091873,29754151.27
1508,8,0.018,0.73,0.024,30.41666667,25.93359266,51,1559,2.9,2330.45,60.83,8.59,181.21,62.4862069,28992405.21
1508,14,0.017,0.778,0.028,27.78571429,22.94811947,46,1554,2.83,2332.78,61.17,8.37,181.34,64.07773852,28977578.84
1508,9,0.016,0.746,0.013,57.38461538,42.18126779,76,1584,2.32,2330.18,60.29,9.48,180.79,77.92672414,39990709.86
1508,4,0.016,0.75,0.02,37.5,29.96988564,34,1542,2.8,2321.63,60.91,8.62,191.05,68.23214286,30018675.9
1506,7,0.016,1.04,0.025,41.6,25.10710746,55,1561,2.88,2311.74,61.27,9.18,182.14,63.24305556,30948419.25
1506,5,0.022,1.05,0.015,70,37.65403131,40,1546,2.94,2316.03,61.21,9.26,181.9,61.8707483,30637768.29
1506,2,0.021,1.035,0.02,51.75,29.96988564,58,1564,2.92,2313.85,59.96,8.9,180.71,61.8869863,29620449.66
1508,7,0.024,0.76,0.012,63.33333333,44.94691449,47,1555,2.88,2314.58,59.98,9.46,180.39,62.63541667,31931559.92
1506,8,0.025,1.04,0.023,45.2173913,26.82423957,48,1554,2.94,2315.4,60.04,9.26,189.57,64.47959184,30629434.29
1506,10,0.028,1.08,0.017,63.52941176,34.09448306,49,1555,3.12,2313.5,59.93,9.11,189.41,60.70833333,28371518.27
1506,10,0.022,1.05,0.024,43.75,25.93359266,43,1549,2.82,2317.42,59.86,8.79,192.36,68.21276596,30338479.28
1508,7,0.024,0.795,0.02,39.75,29.96988564,44,1552,2.75,2312.94,59.97,9.09,184.33,67.02909091,32110335.75
1506,11,0.026,1.054,0.023,45.82608696,26.82423957,49,1555,2.63,2312.51,59.97,9,182.86,69.52851711,33236835.74
1506,6,0.017,1.04,0.029,35.86206897,22.31802259,38,1544,2.96,2312.51,59.94,8.64,182.45,61.63851351,28350122.59
1508,12,0.024,0.74,0.022,33.63636364,27.78715793,41,1549,2.67,2322.03,59.74,8.67,180.45,67.58426966,31668314.76
1508,9,0.014,0.73,0.019,38.42105263,31.21470086,51,1559,2.88,2241.78,60.26,10.04,180.82,62.78472222,32823395.5
1508,9,0.018,0.74,0.011,67.27272727,48.15942887,40,1548,2.52,2237.12,60.06,9.32,180.65,71.68650794,34749930.67
1508,8,0.037,0.743,0.027,27.51851852,23.61991192,40,1548,2.87,2239.86,59.89,9.39,191.08,66.57839721,30778954.24
1508,12,0.026,0.72,0.02,36,29.96988564,40,1548,2.78,2240.13,60.14,10.01,188.58,67.83453237,33877534.34
1508,14,0.016,0.74,0.03,24.66666667,21.72572514,53,1561,2.71,2241.34,60.12,9.42,186.85,68.94833948,32721909.87
1508,15,0.021,0.937,0.028,33.46428571,22.94811947,59,1567,2.55,2245.26,59.82,9.39,184.41,72.31764706,34724927.01
