grade,grade,seq_no,dd,p,mn,s,mn_s,mn_s_t,l_temp,s_temp,super_heat,tt,f_temp,cs,mcwf,mould_level,mcwd_temp,new_var,sczfr,m_factor
2,1097,S08,9,0.019,1.218,0.013,93.69230769,42.18126779,1505,1552,47,1552,1552,2.79,2284.42,57.88,5.68,19533019.18,245.57,242.78
2,1097,S16,11,0.029,1.244,0.017,73.17647059,34.09448306,1505,NA,57,1562,1562,2.69,2280.83,57.94,4.95,17627678.7,245.36,242.67
2,1087,S20,11,0.022,1.212,0.016,75.75,35.77449321,1495,NA,62,1557,1557,2.64,2279.09,57.85,8.13,29477957.25,245.22,242.58
2,1097,M,9,0.021,1.204,0.012,100.3333333,44.94691449,1505,1573,68,1573,1573,2.48,2279.91,57.75,7.28,28109083.94,239.32,236.84
2,1097,S04,7,0.017,1.26,0.018,70,32.58285073,1505,1559,54,1559,1559,2.55,2281.34,57.96,9.1,34193260.71,241.84,239.29
2,909,S07,5,0.024,1.14,0.015,76,37.65403131,1506,1551,45,1551,1545,2.56,2281.71,57.94,5.26,19690444.27,243.04,240.48
2,1097,S11,5,0.016,1.257,0.022,57.13636364,27.78715793,1505,1563,58,1563,1563,2.47,2278.39,57.93,10.17,39400465.77,234.93,232.46
2,1097,S15,11,0.016,1.278,0.014,91.28571429,39.77262916,1505,1556,51,1556,1556,2.55,2277.48,58.06,7.78,29183896.66,241.48,238.93
2,1097,S19,11,0.019,1.24,0.016,77.5,35.77449321,1505,1567,62,1567,1552,2.74,2282.49,58.18,4.59,16059066.5,244.39,241.65
2,1097,S23,10,0.024,1.221,0.016,76.3125,35.77449321,1505,NA,45,1550,1550,2.67,2277.6,57.88,7.57,27121353.71,244.71,242.04
2,1097,S26,6,0.014,1.252,0.016,78.25,35.77449321,1505,1568,63,1568,1568,2.33,2279.49,58.17,7.57,31104766.12,237.43,235.1
2,1097,S04,6,0.03,1.251,0.013,96.23076923,42.18126779,1505,NA,57,1562,1562,2.46,2302.11,57.97,7.94,31207627.76,233.79,231.33
2,1097,S08,6,0.024,1.259,0.019,66.26315789,31.21470086,1505,1568,63,1568,1554,2.51,2298.95,58.38,8.59,33044429.52,235.62,233.11
2,1097,S12,5,0.022,1.26,0.018,70,32.58285073,1505,NA,58,1563,1563,2.82,2300.38,57.97,7.53,25798516.98,268.81,265.99
2,1097,S16,4,0.021,1.27,0.018,70.55555556,32.58285073,1505,NA,40,1545,1545,2.71,2300.18,58.05,7.43,26486869.77,257.46,254.75
2,1097,S18,3,0.019,1.302,0.01,130.2,51.94243253,1505,1557,52,1557,1555,2.84,2301.55,58.2,7.08,24098200.99,268.27,265.43
2,1097,S22,4,0.023,1.25,0.02,62.5,29.96988564,1505,1702,197,1702,1561,2.63,2304.59,57.89,8.2,30178737.49,249.49,246.86
2,1097,S26,3,0.018,1.225,0.019,64.47368421,31.21470086,1505,1559,54,1559,1544,2.79,2297.25,57.95,7.88,27250819.35,266.21,263.42
2,1097,S30,4,0.015,1.248,0.012,104,44.94691449,1505,1556,51,1556,1556,3.1,2304.33,58.13,9.07,28316499.04,294.05,290.95
2,1097,M,7,0.025,1.276,0.021,60.76190476,28.83191546,1505,NA,74,1579,1579,2.38,2273.27,57.68,9.74,39073499.65,238.75,236.37
2,1097,S04,2,0.027,1.25,0.018,69.44444444,32.58285073,1505,1558,53,1558,1539,2.65,2277.88,57.91,9.26,33430682.63,252.54,249.89
2,1097,M,4,0.016,1.239,0.021,59,28.83191546,1505,1570,65,1570,1570,2.21,2274.76,57.81,9.57,41371811.51,246.6,244.39
2,1097,S04,7,0.015,1.277,0.025,51.08,25.10710746,1505,1565,60,1565,1563,2.65,2279.79,58.17,5.35,19330898.6,250.8,248.15
2,1097,S08,4,0.017,1.234,0.026,47.46153846,24.33786233,1505,1566,61,1566,1566,2.72,2279.81,57.95,8.54,30063318.04,257.65,254.93
2,1097,S12,2,0.019,1.242,0.018,69,32.58285073,1505,1544,39,1544,1550,2.63,2278.99,57.91,7.9,28751668.52,250.65,248.02
2,1097,S16,2,0.019,1.22,0.022,55.45454545,27.78715793,1505,1545,40,1545,1545,2.64,2279.42,57.88,9.11,33036048.5,251.5,248.86
2,1105,S04,4,0.013,1.289,0.02,64.45,29.96988564,1499,1547,48,1547,1545,2.65,2279.61,57.93,8.57,30963125.41,252.34,249.69
2,1105,S08,2,0.022,1.28,0.012,106.6666667,44.94691449,1499,1694,195,1694,1545,2.39,2279.25,58.1,6.31,25273926.15,231.19,228.8
2,1105,S12,4,0.018,1.32,0.019,69.47368421,31.21470086,1499,1547,48,1547,1544,2.42,2280.6,57.94,6.35,25133719.83,233.83,231.41
2,1105,S16,5,0.023,1.3,0.02,65,29.96988564,1499,1555,56,1555,1541,2.66,2281.57,58.01,9.93,35772615.95,253.65,250.99
2,1105,S17,4,0.018,1.298,0.016,81.125,35.77449321,1499,1552,53,1552,1553,2.6,2279.19,57.94,3.96,14579803.11,247.27,244.67
2,1105,S19,3,0.022,1.281,0.018,71.16666667,32.58285073,1499,1549,50,1549,1536,2.64,2276.76,58.13,8.15,29520263.18,249.76,247.12
2,1105,S23,4,0.018,1.265,0.017,74.41176471,34.09448306,1499,1546,47,1546,1546,2.71,2281.05,57.95,5.26,18595186.94,258.35,255.64
2,1105,M,6,0.019,1.294,0.015,86.26666667,37.65403131,1499,1560,61,1560,1560,2.2,2275.52,57.61,6.19,26890440.44,246.55,244.35
2,1105,S04,5,0.017,1.31,0.012,109.1666667,44.94691449,1499,NA,71,1570,1570,2.51,2274.44,57.86,7.91,30104161.63,242.56,240.05
2,1105,S08,5,0.034,1.29,0.013,99.23076923,42.18126779,1499,1564,65,1564,1564,2.34,2277.76,57.89,6.53,26696515.28,233.05,230.71
2,1105,S12,8,0.03,1.325,0.018,73.61111111,32.58285073,1499,1565,66,1565,1565,2.64,2275.49,58.06,6.53,23639238.16,250.83,248.19
2,1105,S17,4,0.038,1.275,0.016,79.6875,35.77449321,1499,1554,55,1554,1549,2.63,2277.38,57.87,7.26,26403753.22,250.22,247.59
2,1105,S21,5,0.029,1.31,0.016,81.875,35.77449321,1499,NA,53,1552,1552,2.89,2274.43,57.86,6.48,21418992,275.6,272.71
2,1105,S25,3,0.034,1.32,0.017,77.64705882,34.09448306,1499,1569,70,1569,1569,2.98,2272.04,58.01,4.1,13129036.51,283.06,280.08
2,1105,S28,4,0.03,1.319,0.011,119.9090909,48.15942887,1499,1692,193,1692,1543,2.56,2275.18,57.71,7.18,26800909.41,246.34,243.78
2,1105,M,3,0.018,1.305,0.017,76.76470588,34.09448306,1499,1580,81,1580,1577,2.22,2268.37,57.63,7.66,32872972.81,245.63,243.41
2,1105,S04,5,0.029,1.286,0.018,71.44444444,32.58285073,1499,1561,62,1561,1561,2.69,2271.02,57.77,5.28,18721984.95,256.53,253.84
2,1105,S08,2,0.021,1.317,0.024,54.875,25.93359266,1499,NA,32,1531,1531,2.72,2271.34,58.06,7.94,27847296.44,258.91,256.19
2,1105,S13,5,0.024,1.29,0.024,53.75,25.93359266,1499,1550,51,1550,1550,2.94,2271.57,57.92,8.69,28199919,279.91,276.97
2,1105,S17,5,0.022,1.29,0.026,49.61538462,24.33786233,1499,1549,50,1549,1539,2.76,2272.64,58.15,7.55,26110657.39,261.15,258.39
2,1105,S21,2,0.033,1.33,0.024,55.41666667,25.93359266,1499,1701,202,1701,1536,2.46,2269.47,58.17,8.57,33206220.8,238,235.54
2,1105,M,3,0.033,1.32,0.01,132,51.94243253,1499,1583,84,1583,1583,2.24,2268.02,57.5,8.4,35721315,245.19,242.95
2,1105,S05,5,0.019,1.32,0.015,88,37.65403131,1499,1556,57,1556,1556,2.62,2271.19,57.97,8.68,31602481.92,249.12,246.5
2,1105,S08,3,0.019,1.294,0.015,86.26666667,37.65403131,1499,NA,201,1700,1700,2.67,2272.02,57.85,4.31,15403785.03,254.85,252.18
2,1105,S20,6,0.024,1.27,0.015,84.66666667,37.65403131,1499,1560,61,1560,1560,2.41,2273.53,57.81,7.22,28606856.32,230.79,228.38
2,1105,M,8,0.022,1.302,0.014,93,39.77262916,1499,1567,68,1567,1567,2.36,2264.62,57.5,7.84,31597206.51,235.82,233.46
2,1105,S04,6,0.028,1.3,0.025,52,25.10710746,1499,1542,43,1542,1542,2.69,2268.74,58.07,7.22,25575193.96,257.03,254.34
2,1105,S08,4,0.02,1.284,0.025,51.36,25.10710746,1499,NA,55,1554,1554,2.93,2270.94,57.85,7.6,24740069.9,279.32,276.39
2,1105,S12,5,0.024,1.27,0.014,90.71428571,39.77262916,1499,1553,54,1553,1553,2.73,2267.59,58.1,7.71,26897106,258.53,255.8
2,1105,S16,3,0.018,1.36,0.02,68,29.96988564,1499,1535,36,1535,1525,2.73,2267.64,58.03,7.64,26653491.69,262.26,259.53
2,1105,S20,7,0.022,1.293,0.024,53.875,25.93359266,1499,1531,32,1531,1535,2.73,2269.84,58.02,1.76,6146028.308,259.42,256.69
2,980,M,7,0.018,0.75,0.015,50,37.65403131,1508,NA,74,1582,1582,2.21,2263.86,57.49,7.35,31622334.03,243.23,241.02
2,980,S05,5,0.023,0.75,0.019,39.47368421,31.21470086,1508,1592,84,1592,1592,2.17,2268.7,57.87,6.58,28892992.26,238.19,236.02
2,1105,S09,2,0.032,1.25,0.019,65.78947368,31.21470086,1499,NA,15,1514,1514,2.67,2263.99,58.38,8.91,31731473.33,259.72,257.05
2,1087,S18,11,0.022,1.206,0.013,92.76923077,42.18126779,1495,NA,57,1552,1552,2.79,2268.62,57.85,4.53,15470524.77,265.95,263.16
2,1087,M,7,0.028,1.18,0.016,73.75,35.77449321,1495,1582,87,1582,1582,2.27,2271.24,57.63,6.35,26684568.63,242.36,240.09
2,1087,S04,7,0.02,1.183,0.018,65.72222222,32.58285073,1495,NA,46,1541,1541,2.5,2274.97,58.07,7.76,29658328.9,236.45,233.95
2,1087,S08,10,0.022,1.17,0.012,97.5,44.94691449,1495,NA,66,1561,1561,2.49,2271.89,57.99,7.21,27629467.06,237.85,235.36
2,1092,S12,5,0.017,1.083,0.019,57,31.21470086,1500,1555,55,1555,1548,2.84,2276.69,58.27,0.01,33669.35915,268.57,265.73
2,1092,S20,9,0.021,1.064,0.02,53.2,29.96988564,1500,1552,52,1552,1552,2.83,2277.83,57.83,7.34,24813054.15,270.21,267.38
2,1092,S28,3,0.027,1.049,0.022,47.68181818,27.78715793,1500,1542,42,1542,1547,2.5,2273.37,57.98,8.57,32731071.91,242.65,240.15
2,1088,S04,3,0.024,0.53,0.018,29.44444444,32.58285073,1514,NA,64,1578,1578,2.62,2277.81,58.1,7.42,27093767.5,247.59,244.97
2,1088,S08,2,0.029,0.48,0.018,26.66666667,32.58285073,1514,1564,50,1564,1564,2.73,2279.12,57.85,7.68,26928679.38,259.79,257.06
2,1088,S12,1,0.025,0.49,0.026,18.84615385,24.33786233,1514,1576,62,1576,1582,2.89,2274.53,58.39,4.76,15734395.76,271.98,269.09
2,1088,S16,2,0.025,0.508,0.017,29.88235294,34.09448306,1514,NA,53,1567,1567,3.08,2272.74,57.98,8.72,27024944.73,292.16,289.08
2,1088,S20,6,0.028,0.485,0.02,24.25,29.96988564,1514,1559,45,1559,1557,2.35,2274.5,58.08,8.09,32886366.38,234.46,232.11
2,1088,S24,6,0.014,0.494,0.014,35.28571429,39.77262916,1514,1569,55,1569,1569,2.51,2269.22,58.1,5.38,20428404.43,246.04,243.53
2,1089,S28,4,0.012,0.329,0.01,32.9,51.94243253,1526,NA,46,1572,1572,2.84,2275.02,58.07,6.73,22642857.51,270.48,267.64
2,980,M,8,0.024,0.74,0.02,37,29.96988564,1508,1702,194,1702,1692,2.27,2266.72,57.75,8.8,36906595.24,243.35,241.08
2,980,S09,12,0.02,0.737,0.026,28.34615385,24.33786233,1508,1576,68,1576,1569,2.63,2276.1,58.04,8.44,30678020.08,250.25,247.62
2,980,S04,11,0.032,0.777,0.022,35.31818182,27.78715793,1508,1567,59,1567,1567,2.66,2279.62,57.86,8.64,31098816,253.43,250.77
2,1089,S20,3,0.013,0.331,0.016,20.6875,35.77449321,1526,NA,21,1547,1547,2.45,2266.22,58.06,7.26,28204726.63,232.99,230.54
2,1089,S24,2,0.016,0.298,0.018,16.55555556,32.58285073,1526,1563,37,1563,1563,2.67,2269.99,57.78,8.02,28637581.71,254.25,251.58
2,980,M,5,0.02,0.755,0.017,44.41176471,34.09448306,1508,NA,72,1580,1580,2.22,2271.47,57.77,9.39,40352357.59,245.86,243.64
2,1089,S04,5,0.012,0.303,0.008,37.875,62.00271238,1526,NA,43,1569,1569,2.44,2270.9,57.81,0.03,117267.7869,233.92,231.48
2,1089,S08,4,0.015,0.306,0.009,34,56.47110389,1526,1546,20,1546,1546,2.51,2266.43,58.07,9.34,35421321.13,238.23,235.72
2,1088,S12,5,0.015,0.483,0.008,60.375,62.00271238,1514,1555,41,1555,1555,2.73,2268.46,58.32,8.86,30920854.77,257.25,254.52
2,1092,S16,4,0.023,1.05,0.019,55.26315789,31.21470086,1500,1560,60,1560,1560,2.59,2273.63,57.98,7.59,27984083.84,246.43,243.84
2,1103,S21,2,0.02,0.525,0.013,40.38461538,42.18126779,1515,1551,36,1551,1552,2.62,2273.96,58.02,7.7,28068651.3,247.7,245.08
2,1105,S04,8,0.023,1.374,0.018,76.33333333,32.58285073,1499,1556,57,1556,1556,2.72,2271.57,58.05,1.34,4700145.574,257.78,255.06
2,1103,S07,6,0.021,0.535,0.014,38.21428571,39.77262916,1515,NA,40,1555,1555,2.28,2270.67,58.3,6.05,25306019.61,243.63,241.35
2,1103,S11,5,0.02,0.525,0.021,25,28.83191546,1515,1566,51,1566,1566,2.8,2273.33,58.17,9.84,33554350.8,263.09,260.29
2,1103,S15,4,0.02,0.53,0.024,22.08333333,25.93359266,1515,NA,54,1569,1569,2.44,2270.75,57.8,6.41,25054562.09,238.69,236.25
2,1103,S19,2,0.017,0.51,0.016,31.875,35.77449321,1515,1645,130,1645,1550,2.58,2273.67,58.4,7.58,28056030.28,243.41,240.83
2,1103,M,5,0.018,0.504,0.018,28,32.58285073,1515,1561,46,1561,1570,2.22,2265.75,57.48,4.75,20361131.76,244.64,242.42
2,1107,S04,8,0.021,1.291,0.015,86.06666667,37.65403131,1507,1541,34,1541,1527,2.62,2272.38,58.13,8.52,31036200.73,247.39,244.77
2,1107,S08,1,0.018,1.28,0.02,64,29.96988564,1507,1554,47,1554,1556,2.61,2272.05,58.19,3.91,14295634.14,247.97,245.36
2,1107,S12,4,0.019,1.25,0.03,41.66666667,21.72572514,1507,1557,50,1557,1545,2.75,2273.62,58.03,9.41,32675639.87,260.08,257.33
2,1107,S16,7,0.015,1.29,0.019,67.89473684,31.21470086,1507,1559,52,1559,1560,2.6,2273.88,57.95,8.33,30597679.11,246.83,244.23
2,1107,S20,5,0.023,1.23,0.022,55.90909091,27.78715793,1507,NA,41,1548,1548,2.8,2274.61,58.06,8.18,27909464.7,264.29,261.49
2,1107,M,8,0.023,1.261,0.025,50.44,25.10710746,1507,NA,62,1569,1569,2.26,2269.88,57.66,7.67,32354829.35,242.23,239.97
2,1107,S05,5,0.021,1.248,0.024,52,25.93359266,1507,1562,55,1562,1562,2.55,2275.09,57.92,7.58,28403829.51,243.31,240.76
2,1107,S09,11,0.021,1.256,0.017,73.88235294,34.09448306,1507,1565,58,1565,1565,2.65,2276.76,57.87,7.12,25692162.66,251.45,248.8
2,1107,S12,10,0.021,1.23,0.015,82,37.65403131,1507,1564,57,1564,1563,2.66,2275.47,58.27,9.71,34886547.95,250.95,248.29
2,1107,S16,2,0.018,1.38,0.011,125.4545455,48.15942887,1507,1563,56,1563,1563,2.3,2275.38,57.99,7.08,29417695.51,238.33,236.03
2,1107,S24,6,0.03,1.332,0.019,70.10526316,31.21470086,1507,1564,57,1564,1564,2.74,2277.17,58,7.67,26772538.09,259.66,256.92
2,1107,M,8,0.021,1.252,0.022,56.90909091,27.78715793,1507,1571,64,1571,1568,2.24,2274.42,57.54,6.89,29382663.38,242,239.76
2,1107,S04,8,0.018,1.276,0.018,70.88888889,32.58285073,1507,1552,45,1552,1539,2.51,2275.47,57.92,7.54,28708997.59,238.22,235.71
2,1107,M,9,0.034,1.258,0.021,59.9047619,28.83191546,1507,1703,196,1703,1703,2.23,2273.53,57.82,9.03,38666322.32,245.48,243.25
2,1107,S08,9,0.031,1.26,0.014,90,39.77262916,1507,1551,44,1551,1551,2.6,2274.47,58.13,5.61,20611946.98,246.45,243.85
2,1108,S12,5,0.022,1.099,0.02,54.95,29.96988564,1507,1580,73,1580,1580,2.71,2270.81,58.09,6.48,22805300.72,257.13,254.42
2,1108,S16,3,0.021,1.069,0.028,38.17857143,22.94811947,1507,1564,57,1564,1560,2.92,2272.66,57.79,8.33,27229891.36,278.85,275.93
2,1108,S20,5,0.021,1.12,0.025,44.8,25.10710746,1507,NA,62,1569,1569,3.05,2273.32,58.03,5.16,16153242.96,289.38,286.33
2,1108,S27,9,0.02,1.078,0.024,44.91666667,25.93359266,1507,1552,45,1552,1557,2.46,2270.35,57.79,8.09,31358517.2,234.73,232.27
2,1108,S08,3,0.025,1.119,0.028,39.96428571,22.94811947,1507,1548,41,1548,1555,2.75,2269.73,58.07,2,6932993.455,261.26,258.51
2,1108,S16,7,0.03,1.12,0.021,53.33333333,28.83191546,1507,1546,39,1546,1546,2.38,2254.64,58.08,7.96,31671060.71,231.18,228.8
2,1087,S19,9,0.018,1.23,0.016,76.875,35.77449321,1495,NA,67,1562,1562,2.49,2261.23,58.16,3.91,14913220.51,235.21,232.72
2,1088,S04,2,0.021,0.476,0.011,43.27272727,48.15942887,1514,NA,47,1561,1561,2.68,2220.98,57.88,7.12,24782158.93,255.41,252.73
2,1089,S15,5,0.014,0.331,0.016,20.6875,35.77449321,1526,1570,44,1570,1570,2.84,2223.12,58.08,4.7,15452249.58,269.99,267.15
2,1089,S19,2,0.027,0.318,0.023,13.82608696,26.82423957,1526,1592,66,1592,1592,2.49,2222.98,58.07,4.5,16873221.69,237.05,234.56
2,1089,M,2,0.018,0.316,0.01,31.6,51.94243253,1526,1585,59,1585,1585,2.1,2225.54,57.47,8.87,39481079.6,223.3,221.2
2,1089,S04,3,0.015,0.292,0.013,22.46153846,42.18126779,1526,1577,51,1577,1577,2.79,2224.21,57.71,0.53,1774584.753,267.62,264.83
2,1089,S12,1,0.013,0.301,0.015,20.06666667,37.65403131,1526,NA,53,1579,1579,2.95,2226.07,58.13,7.78,24657309.6,279.45,276.5
2,1087,S17,9,0.025,1.26,0.026,48.46153846,24.33786233,1495,NA,23,1518,1518,2.65,2223.02,57.98,7.23,25473292.57,250.5,247.85
2,1087,S25,2,0.019,1.18,0.019,62.10526316,31.21470086,1495,1549,54,1549,1542,2.68,2218.71,57.94,6.91,24026642.4,254.8,252.12
2,1087,M,5,0.016,1.165,0.013,89.61538462,42.18126779,1495,1578,83,1578,1578,2.21,2217.67,57.49,6.08,25624624.94,244.59,242.38
2,1087,M,4,0.025,1.2,0.014,85.71428571,39.77262916,1495,NA,208,1703,1703,2.27,2220.34,57.66,3.55,14583819.12,241.83,239.56
2,1086,S04,9,0.014,0.7,0.021,33.33333333,28.83191546,1502,1542,40,1542,1545,2.53,2213.89,58.1,4.9,18008638.81,240.1,237.57
2,1086,S12,4,0.019,0.709,0.023,30.82608696,26.82423957,1502,1544,42,1544,1544,2.81,2217.45,58.29,5.01,16604833.77,265.72,262.91
2,909,S21,5,0.025,1.06,0.019,55.78947368,31.21470086,1506,1544,38,1544,1538,2.74,2214.89,57.66,8.28,28111319.21,261.99,259.25
2,909,S26,5,0.021,1.05,0.022,47.72727273,27.78715793,1506,1557,51,1557,1557,2.78,2217.28,57.91,9.67,32393025.15,264.23,261.45
2,909,M,4,0.016,1.037,0.015,69.13333333,37.65403131,1506,1647,141,1647,1655,2.28,2217.8,57.37,9.43,38525520.53,238.47,236.19
2,909,S10,3,0.028,1.053,0.029,36.31034483,22.31802259,1506,1569,63,1569,1581,2.77,2215.99,58,7.24,24326290.22,263.01,260.24
2,909,S15,5,0.025,1.05,0.011,95.45454545,48.15942887,1506,1560,54,1560,1560,2.43,2219.28,58.07,7.57,29036949.93,233.43,231
2,909,S20,2,0.018,1.002,0.017,58.94117647,34.09448306,1506,1554,48,1554,1565,3.04,2219.81,57.82,6.17,18922419.85,290.31,287.27
2,909,S25,7,0.02,1.039,0.025,41.56,25.10710746,1506,1701,195,1701,1551,2.63,2218.35,57.8,9.42,33371406.62,251.04,248.41
2,1087,S04,8,0.031,1.19,0.014,85,39.77262916,1495,1562,67,1562,1556,2.88,2258.77,58.01,6.22,20488926.21,272.96,270.08
2,909,S11,6,0.017,1.019,0.027,37.74074074,23.61991192,1506,1555,49,1555,1551,2.88,2253.85,58.19,8.95,29417438.02,272.52,269.64
2,909,S16,5,0.019,1.02,0.021,48.57142857,28.83191546,1506,1560,54,1560,1560,2.82,2252.29,58.16,4.73,15866664.23,267.06,264.24
2,980,M,5,0.02,0.721,0.021,34.33333333,28.83191546,1508,1591,83,1591,1591,2.28,2250.34,57.75,7.67,31794935.42,242.96,240.68
2,980,S09,5,0.021,1.21,0.021,57.61904762,28.83191546,1508,1557,49,1557,1547,2.83,2251.58,58.22,8.34,27868672.88,266.4,263.57
2,980,S14,10,0.029,0.715,0.02,35.75,29.96988564,1508,1568,60,1568,1563,3.2,2249.72,58.04,5.57,16446859.28,303.63,300.43
2,980,S18,2,0.03,0.703,0.016,43.9375,35.77449321,1508,NA,50,1558,1558,3.05,2249.9,58.02,4.98,15429150.3,288.91,285.86
2,980,S23,7,0.025,0.723,0.02,36.15,29.96988564,1508,1569,61,1569,1569,3.17,2252.31,57.94,7.53,22470522.42,302.02,298.85
2,980,S05,6,0.023,0.733,0.019,38.57894737,31.21470086,1508,1550,42,1550,1550,2.83,2254.14,57.98,6.83,22848855.14,269.32,266.49
2,980,S29,5,0.026,0.759,0.018,42.16666667,32.58285073,1508,1699,191,1699,1546,2.77,2251.39,57.94,5.19,17716895.03,263.25,260.48
2,1087,M,14,0.027,1.16,0.017,68.23529412,34.09448306,1495,1560,65,1560,1560,2.32,2253.13,57.81,8.3,33855220.6,240.25,237.93
2,1087,S08,4,0.018,1.19,0.016,74.375,35.77449321,1495,NA,59,1554,1554,2.58,2256.05,58.05,5.77,21191130.12,244.76,242.18
2,909,S13,4,0.013,1.055,0.019,55.52631579,31.21470086,1506,NA,49,1555,1555,2.95,2252.15,57.9,9.65,30942250.68,280.72,277.77
2,1087,S27,8,0.016,1.17,0.014,83.57142857,39.77262916,1495,1543,48,1543,1543,2.51,2249.53,58.03,6.6,24843414.98,238.27,235.76
2,1087,M,3,0.027,1.164,0.015,77.6,37.65403131,1495,1558,63,1558,1568,2.26,2302.25,57.51,4.53,19381685.18,244.28,242.02
2,909,S05,2,0.028,1.03,0.015,68.66666667,37.65403131,1506,1554,48,1554,1558,2.72,2316.8,57.95,0.28,1001675.294,258.03,255.31
2,909,M,3,0.024,1.02,0.011,92.72727273,48.15942887,1506,1580,74,1580,1580,2.24,2318.53,57.68,5.43,23605533.56,242.76,240.52
2,980,S14,3,0.029,0.728,0.021,34.66666667,28.83191546,1508,1547,39,1547,1547,2.67,2327.18,58.11,6.81,24929588.9,253.33,250.66
2,909,S19,3,0.021,1.064,0.019,56,31.21470086,1506,NA,52,1558,1558,2.75,2325.3,57.74,6.3,22373613.82,263.07,260.32
2,909,S29,4,0.028,1.056,0.023,45.91304348,26.82423957,1506,1546,40,1546,1546,3.14,2326.62,57.97,4.57,14222020.47,298.48,295.34
2,909,S05,10,0.026,0.733,0.026,28.19230769,24.33786233,1506,1550,44,1550,1550,2.86,2326.71,57.96,9.45,32289202.76,271.78,268.92
2,980,S15,12,0.026,0.733,0.024,30.54166667,25.93359266,1508,1557,49,1557,1557,2.96,2326.58,57.88,7.27,23999930.31,283.07,280.11
2,980,S25,2,0.029,0.772,0.018,42.88888889,32.58285073,1508,NA,35,1543,1543,2.21,2326.08,58.08,9.89,43719778.75,246.37,244.16
2,980,S30,5,0.018,0.768,0.016,48,35.77449321,1508,1551,43,1551,1545,2.69,2322.85,58.15,9.23,33474945.39,257.73,255.04
2,980,M,5,0.02,0.73,0.014,52.14285714,39.77262916,1508,NA,60,1568,1568,2.45,2326.35,57.54,8.62,34376806.29,235.51,233.06
2,980,S05,8,0.015,0.738,0.018,41,32.58285073,1508,1552,44,1552,1540,2.82,2328.57,58.02,7.41,25698494.87,267.75,264.93
2,980,S10,4,0.032,0.76,0.02,38,29.96988564,1508,1556,48,1556,1548,3.32,2328.25,57.95,6.75,19881291.42,313.19,309.87
2,980,S15,4,0.028,0.747,0.018,41.5,32.58285073,1508,1562,54,1562,1553,3.16,2325.96,58.06,4.41,13633364.28,301.12,297.96
2,909,S20,3,0.023,1.031,0.023,44.82608696,26.82423957,1506,NA,57,1563,1563,2.86,2326.09,57.83,7.57,25858638.27,271.72,268.86
2,909,S25,6,0.028,1.018,0.017,59.88235294,34.09448306,1506,1562,56,1562,1563,2.9,2325.88,58.12,6.16,20750057.71,283.39,280.49
2,909,M,8,0.027,1.012,0.013,77.84615385,42.18126779,1506,1571,65,1571,1571,2.21,2302.99,57.76,9.89,43285791.23,222.7,220.49
2,980,S04,2,0.021,0.769,0.021,36.61904762,28.83191546,1508,1554,46,1554,1546,2.81,2309.64,58.07,7.22,24924385.54,223.16,220.35
2,980,S10,2,0.027,0.727,0.018,40.38888889,32.58285073,1508,1557,49,1557,1553,2.9,2312.7,57.94,6.16,20632473.93,222.19,219.29
2,980,S15,3,0.021,0.733,0.016,45.8125,35.77449321,1508,1559,51,1559,1547,2.87,2317,58.08,8.57,29058570.73,221.08,218.21
2,980,S20,8,0.02,0.758,0.027,28.07407407,23.61991192,1508,1553,45,1553,1536,2.98,2319.87,57.96,9.27,30309335.09,221.92,218.94
2,980,M,5,0.026,0.751,0.011,68.27272727,48.15942887,1508,1576,68,1576,1576,2.37,2311.15,57,7.32,29980588.86,222.9,220.53
2,980,S05,2,0.024,0.751,0.019,39.52631579,31.21470086,1508,1555,47,1555,1555,2.66,2314.08,58.01,8.17,29851632,223.38,220.72
2,980,S10,3,0.023,0.74,0.02,37,29.96988564,1508,1564,56,1564,1567,3.19,2312.55,57.97,8.05,24510130.25,220.97,217.78
2,980,S15,2,0.029,0.737,0.027,27.2962963,23.61991192,1508,NA,39,1547,1547,3.06,2316.82,58.21,9.92,31545094.27,221.33,218.27
2,980,S25,12,0.023,0.753,0.03,25.1,21.72572514,1508,1545,37,1545,1545,2.85,2313.33,57.91,9.91,33784358.34,220.95,218.1
2,980,M,6,0.012,0.729,0.015,48.6,37.65403131,1508,NA,70,1578,1578,2.24,2316.5,57.57,7.54,32749518.75,223.89,221.65
2,980,S05,7,0.018,0.751,0.018,41.72222222,32.58285073,1508,1548,40,1548,1548,2.63,2318.36,57.9,8.72,32284264.88,224.39,221.76
2,980,S09,6,0.026,0.73,0.026,28.07692308,24.33786233,1508,1547,39,1547,1557,2.63,2316.5,57.99,8.17,30223719.01,224.48,221.85
2,980,S14,8,0.027,0.732,0.03,24.4,21.72572514,1508,1565,57,1565,1549,2.88,2315.36,58.15,9.35,31570898.33,224.14,221.26
2,980,S19,7,0.024,0.8,0.026,30.76923077,24.33786233,1508,1551,43,1551,1551,3.1,2317.32,57.93,6.57,20627138.09,222.94,219.84
2,980,S24,5,0.021,0.741,0.03,24.7,21.72572514,1508,1572,64,1572,1703,2.92,2323.1,57.52,6.24,20850618.08,223.01,220.09
2,980,S29,4,0.023,0.731,0.018,40.61111111,32.58285073,1508,1556,48,1556,1556,3.14,2320.55,58.2,8.06,25017598.28,221.37,218.23
