grade,grade_s,seq_no,dd,p,mn,s,mn_s,mn_s_t,l_temp,super_heat,s_temp,tt,f_temp,cs,mcwf,mould_level,mcwd_temp,new_var,sczfr,m_f
1,909,S15,9,0.025,1.088,0.011,98.90909091,48.15942887,1506,40,1546,1546,1546,2.68,2515.55,54.14,6.9,27201730.97,322.43,120.3097015
2,980,S5,15,0.023,0.712,0.027,26.37037037,23.61991192,1508,43,1551,1551,1551,2.87,2280.71,63.03,6.17,20593142.49,0,0
2,980,S10,22,0.025,0.751,0.028,26.82142857,22.94811947,1508,47,1555,1555,1544,2.69,2285.8,63.11,5.39,19236409.07,316.36,117.605948
2,980,S15,8,0.019,0.75,0.027,27.77777778,23.61991192,1508,37,1545,1545,1545,2.94,2288.9,62.91,5.17,16905161.43,0,0
2,980,S25,15,0.025,0.757,0.023,32.91304348,26.82423957,1508,21,1529,1529,1542,2.54,2288.55,62.99,6.09,23045878.7,0,0
2,980,S30,8,0.019,0.857,0.028,30.60714286,22.94811947,1508,47,1555,1555,1556,2.71,2282.27,63.2,5.38,19029584.1,281.59,103.9077491
2,980,M,17,0.024,0.726,0.021,34.57142857,28.83191546,1508,65,1573,1573,1563,2.4,2282.27,62.49,0.23,918613.675,275.54,114.8083333
2,976,S14,4,0.018,1.075,0.026,41.34615385,24.33786233,1510,29,1539,1539,1539,2.64,2274.15,63.07,4.58,16570283.86,311.53,118.0037879
2,980,S19,20,0.022,0.719,0.031,23.19354839,21.1678094,1508,47,1555,1555,1556,2.96,2279.87,63.12,6.91,22353509.17,306.24,103.4594595
2,980,S23,23,0.024,0.747,0.028,26.67857143,22.94811947,1508,-8,1500,1500,1530,2.82,2280.82,62.87,6.33,21502794.51,319.71,113.3723404
2,980,S25,24,0.02,0.76,0.028,27.14285714,22.94811947,1508,44,1552,1552,1552,2.61,2280.91,62.87,7.08,25986643.59,0,0
2,980,S5,6,0.019,0.711,0.026,27.34615385,24.33786233,1508,45,0,1553,1553,2.92,2307.45,63.06,6.15,20411449.83,0,0
2,980,S10,9,0.02,0.74,0.023,32.17391304,26.82423957,1508,55,1563,1563,1551,2.78,2306.9,62.96,6.39,22270713.02,309.78,111.4316547
2,980,S15,9,0.02,0.757,0.029,26.10344828,22.31802259,1508,36,1544,1544,1531,2.49,2307.58,63.14,6.35,24716127.95,302,121.2851406
2,980,S20,8,0.012,0.737,0.02,36.85,29.96988564,1508,37,1545,1545,1527,2.47,2309.41,63.12,5.37,21087624.75,291.88,118.1700405
2,980,S25,7,0.023,0.77,0.027,28.51851852,23.61991192,1508,42,0,1550,1550,2.9,2313.36,63.4,5.21,17455497.77,0,0
2,980,S30,6,0.013,0.724,0.023,31.47826087,26.82423957,1508,46,1554,1554,1554,2.89,2310.35,62.9,7.11,23872550.76,313.72,108.5536332
2,980,M,11,0.022,0.742,0.021,35.33333333,28.83191546,1508,57,0,1565,1565,2.27,2297.15,62.56,0.01,42502.3348,273.21,120.3568282
2,980,S4,7,0.025,0.74,0.03,24.66666667,21.72572514,1508,44,1552,1552,1554,2.91,2302.44,63.13,6.1,20270966.6,0,0
2,980,S14,10,0.018,0.8,0.029,27.5862069,22.31802259,1508,45,1553,1553,1550,2.79,2302.02,62.87,5.95,20619168.39,0,0
2,980,M,13,0.027,0.725,0.019,38.15789474,31.21470086,1508,55,1563,1563,1581,2.3,2305.87,62.18,0.31,1305322.93,276.67,120.2913043
2,980,S5,9,0.015,0.745,0.019,39.21052632,31.21470086,1508,45,1553,1553,1554,2.9,2306.66,63.03,5.63,18808028.4,317.51,109.4862069
2,980,S10,10,0.043,0.728,0.032,22.75,20.64126415,1508,37,1545,1545,1692,2.29,2303.83,63,6.31,26662053.56,276.32,120.6637555
2,980,S15,10,0.02,0.774,0.024,32.25,25.93359266,1508,42,1550,1550,1544,2.86,2302.46,62.91,6.58,22248526.07,0,0
2,980,S25,6,0.014,0.74,0.026,28.46153846,24.33786233,1508,47,1555,1555,1555,2.9,2301.91,62.98,6.12,20402860.22,0,0
2,980,M,7,0.021,0.742,0.02,37.1,29.96988564,1508,66,0,1574,1574,2.21,2302.51,62.61,0.07,306306.7602,265.37,120.0769231
2,980,S5,8,0.031,0.842,0.021,40.0952381,28.83191546,1508,40,0,1548,1548,2.82,2304.89,63.12,6.15,21111811.6,0,0
2,980,S10,9,0.029,0.733,0.023,31.86956522,26.82423957,1508,48,0,1556,1556,2.27,2303.39,63.11,7.21,30727425.54,0,0
2,980,S15,7,0.021,0.755,0.018,41.94444444,32.58285073,1508,57,1565,1565,1561,2.79,2304.81,63.25,5.87,20366589.87,316.72,113.5197133
2,980,S20,10,0.022,0.77,0.028,27.5,22.94811947,1508,50,0,1558,1558,2.79,2300.85,62.79,5.86,20296960.65,315.43,113.0573477
2,980,M,12,0.019,0.72,0.028,25.71428571,22.94811947,1508,62,0,1570,1570,2.28,2305.68,62.61,0.02,84946.10526,269.95,118.3991228
2,980,S2,10,0.029,1.146,0.027,42.44444444,23.61991192,1508,41,0,1549,1549,2.82,2301.77,63.02,5.84,20020501.62,0,0
2,980,S5,13,0.017,0.754,0.03,25.13333333,21.72572514,1508,47,1555,1555,1555,2.77,2299.64,63.01,6.11,21304462.7,0,0
2,980,S20,7,0.02,0.754,0.025,30.16,25.10710746,1508,57,0,1565,1565,3.13,2301.53,62.94,5.46,16862199.99,0,0
2,976,S25,5,0.016,1.087,0.021,51.76190476,28.83191546,1510,45,1555,1555,1544,3.25,2294.5,62.89,6.73,19955796,0,0
2,980,S29,11,0.033,0.748,0.014,53.42857143,39.77262916,1508,52,1560,1560,1564,3.13,2301.46,62.94,7.53,23254304.78,0,0
2,980,S35,10,0.019,0.73,0.024,30.41666667,25.93359266,1508,47,1555,1555,1555,3.12,2298.89,63.2,6.43,19898661.33,0,0
2,980,M,7,0.022,0.72,0.024,30,25.93359266,1508,64,1572,1572,1577,2.58,2308.86,59.63,0.01,37586.09302,274.86,106.5348837
2,980,S5,7,0.018,0.735,0.026,28.26923077,24.33786233,1508,46,1554,1554,1547,2.91,2304.22,62.99,6.32,21018287.18,315.84,108.5360825
2,980,S10,7,0.014,0.72,0.02,36,29.96988564,1508,44,1552,1552,1552,3.21,2303.88,63.36,6.05,18237255.7,0,0
2,980,S15,6,0.021,0.752,0.018,41.77777778,32.58285073,1508,49,1557,1557,1552,3.07,2302.67,62.68,6.82,21484586.15,0,0
2,980,S25,9,0.022,0.734,0.022,33.36363636,27.78715793,1508,52,1560,1560,1555,2.73,2301.68,62.89,6.8,24079113.85,0,0
2,980,S34,9,0.017,0.72,0.024,30,25.93359266,1508,42,1550,1550,1550,3.08,2306.09,63.11,5.99,18836562.41,0,0
2,980,S9,3,0.014,0.772,0.018,42.88888889,32.58285073,1508,48,0,1556,1556,3.15,2282.4,63.08,7.47,22732704,0,0
2,980,S14,5,0.017,0.748,0.018,41.55555556,32.58285073,1508,44,1552,1552,1552,3.15,2284.85,62.91,6.43,19588780.67,0,0
2,980,S19,6,0.017,0.743,0.023,32.30434783,26.82423957,1508,38,0,1546,1546,2.62,2283.5,62.98,5.91,21633983.59,285.96,109.1450382
2,980,S24,7,0.011,0.749,0.024,31.20833333,25.93359266,1508,39,0,1547,1547,2.69,2290.66,63.12,5.5,19670723.42,293.14,108.9739777
2,980,S29,6,0.016,0.764,0.024,31.83333333,25.93359266,1508,50,0,1558,1558,2.59,2288.71,63.03,5.81,21563359.62,284.18,109.7220077
2,980,M,10,0.019,0.722,0.024,30.08333333,25.93359266,1508,55,1563,1563,1566,2.33,2290.45,62.38,0.11,454157.897,290.46,124.6609442
2,980,S10,6,0.014,0.733,0.027,27.14814815,23.61991192,1508,191,1699,1699,1499,3.07,2291.61,63.17,6.6,20691670.75,0,0
2,980,S15,8,0.023,0.71,0.022,32.27272727,27.78715793,1508,36,1544,1544,1550,2.9,2291.87,63.07,5.23,17359729.8,0,0
2,980,S20,5,0.021,0.73,0.024,30.41666667,25.93359266,1508,55,1563,1563,1563,3.33,2287.16,62.92,6.96,20077555.89,0,0
2,980,S30,8,0.018,0.78,0.026,30,24.33786233,1508,15,1523,1523,1523,2.71,2288.39,62.94,6.54,23194648.16,0,0
2,980,M,14,0.023,0.738,0.018,41,32.58285073,1508,73,1581,1581,1581,2.34,2288.69,62.45,0.01,41079.05128,291.62,124.6239316
2,980,S5,4,0.021,0.706,0.024,29.41666667,25.93359266,1508,44,1552,1552,1560,2.92,2285.38,62.9,5.29,17389237.27,0,0
2,980,S15,7,0.013,0.747,0.014,53.35714286,39.77262916,1508,44,1552,1552,1553,3.12,2286.3,62.75,6.32,19451136.92,303.59,97.30448718
2,909,S10,5,0.024,1.03,0.025,41.2,25.10710746,1506,33,1539,1539,1530,3.21,2285.48,63.09,6.85,20483881.5,313.91,97.79127726
2,980,S20,9,0.014,0.73,0.022,33.18181818,27.78715793,1508,41,0,1549,1549,2.97,2288.53,63.05,7.56,24466466.18,307.99,103.7003367
2,980,S30,7,0.019,0.72,0.026,27.69230769,24.33786233,1508,35,1543,1543,1543,3.14,2289.28,62.91,5.67,17362074.5,0,0
2,909,M,9,0.025,0.73,0.013,56.15384615,42.18126779,1506,67,1573,1573,1573,2.34,2288.64,62.54,0.62,2546845.538,268.82,114.8803419
2,909,S5,8,0.02,1.04,0.024,43.33333333,25.93359266,1506,40,1546,1546,1550,3.07,2287.89,62.83,5.94,18592273.52,0,0
2,909,S10,4,0.013,1.04,0.017,61.17647059,34.09448306,1506,50,1556,1556,1557,3.16,2289.77,62.87,6.39,19447103.56,0,0
2,909,S15,10,0.024,1.033,0.017,60.76470588,34.09448306,1506,56,1562,1562,1695,3.11,2290.3,63.45,5.91,18279687.01,0,0
2,909,S20,3,0.017,1.132,0.027,41.92592593,23.61991192,1506,44,1550,1550,1534,2.9,2290.05,62.86,7.39,24509852.38,0,0
2,909,S25,6,0.022,1.064,0.02,53.2,29.96988564,1506,55,1561,1561,1561,2.88,2290.98,63.07,6.13,20480406.63,318.15,110.46875
2,909,S30,7,0.017,1.025,0.017,60.29411765,34.09448306,1506,45,0,1551,1551,3.22,2292.37,62.96,7.54,22544960.61,317.44,98.58385093
2,980,M,10,0.012,0.72,0.021,34.28571429,28.83191546,1508,67,1575,1575,1580,2.35,2291.37,62.62,0.23,941899.3277,270.43,115.0765957
2,909,S3,0,0.017,1.04,0.018,57.77777778,32.58285073,1506,38,1544,1544,1548,2.95,2286.95,62.92,7.11,23150135.9,0,0
2,909,M,11,0.017,1.05,0.019,55.26315789,31.21470086,1506,68,1574,1574,1574,2.33,2291.12,62.53,0.04,165196.6352,272.18,116.8154506
2,909,S5,3,0.015,1.18,0.026,45.38461538,24.33786233,1506,44,1550,1550,1550,2.86,2291.23,62.84,5.64,18977152.53,0,0
2,909,S10,5,0.015,1.057,0.032,33.03125,20.64126415,1506,190,1696,1696,1542,2.7,2290.81,62.82,5.54,19741691.51,308.46,114.2444444
2,909,S15,10,0.023,1.01,0.017,59.41176471,34.09448306,1506,46,1552,1552,1552,2.73,2289.46,63.08,7.57,26663403.38,299.19,109.5934066
2,909,M,13,0.019,1.03,0.026,39.61538462,24.33786233,1506,67,1573,1573,1571,2.31,2290.91,62.42,0.08,333223.2727,272.03,117.7619048
2,909,S5,9,0.011,1.066,0.024,44.41666667,25.93359266,1506,23,0,1529,1529,2.59,2293.53,63.17,6.33,23542775.51,0,0
2,909,S10,7,0.024,1.14,0.019,60,31.21470086,1506,52,1558,1558,1558,2.56,2296.44,63,6.74,25393602.94,0,0
2,909,S15,10,0.022,1.035,0.019,54.47368421,31.21470086,1506,46,1552,1552,1552,2.96,2293.6,63.03,6.84,22260317.84,0,0
2,909,S34,0,0.022,1.07,0.026,41.15384615,24.33786233,1506,52,1558,1558,1549,2.91,2290.88,62.97,6.23,20599026.14,0,0
2,909,M,15,0.024,1.036,0.024,43.16666667,25.93359266,1506,80,1586,1586,1592,2.33,2290.05,62.64,0.33,1362235.751,274.01,117.6008584
2,909,S4,12,0.02,1.036,0.017,60.94117647,34.09448306,1506,53,1559,1559,1559,3.1,2291.85,63.17,6.81,21145643.13,0,0
2,909,S9,9,0.027,1.048,0.022,47.63636364,27.78715793,1506,55,1561,1561,1561,3.18,2286.45,63.24,6.08,18360624.91,307.95,96.83962264
2,909,S12,12,0.013,1.025,0.018,56.94444444,32.58285073,1506,45,1551,1551,1542,2.73,2288.68,62.71,6.81,23978324.31,290.41,106.3772894
2,980,S17,6,0.023,0.72,0.021,34.28571429,28.83191546,1508,52,1560,1560,1558,2.84,2287.57,63.11,6.81,23038407.44,0,0
2,980,S22,4,0.014,0.753,0.024,31.375,25.93359266,1508,39,1547,1547,1547,2.85,2292.31,62.66,5.31,17937928.99,290.19,101.8210526
2,980,S27,6,0.025,0.765,0.019,40.26315789,31.21470086,1508,53,1561,1561,1561,2.98,2294.23,62.86,7.25,23442719.3,0,0
2,980,S32,6,0.018,0.72,0.022,32.72727273,27.78715793,1508,27,1535,1535,1536,2.85,2291.57,63.01,5.38,18168531.83,310.79,109.0491228
2,909,S5,7,0.018,1.01,0.033,30.60606061,20.1434254,1506,53,1559,1559,1559,2.82,2289.39,62.89,6.21,21174421.98,0,0
2,980,S10,13,0.016,0.745,0.021,35.47619048,28.83191546,1508,57,1565,1565,1554,3,2292.31,62.95,5.54,17779156.36,319.71,106.57
2,980,S29,5,0.014,0.74,0.028,26.42857143,22.94811947,1508,42,1550,1550,1550,2.87,2293.42,63.12,6.01,20170908.59,307.18,107.0313589
2,976,M,12,0.021,0.982,0.027,36.37037037,23.61991192,1510,57,0,1567,1567,2.25,2297.38,62.56,0.04,171537.7067,265.51,118.0044444
2,980,S5,13,0.023,0.747,0.029,25.75862069,22.31802259,1508,46,1554,1554,1554,2.78,2298.47,63.1,5.46,18959897.14,0,0
2,980,S10,12,0.015,0.734,0.03,24.46666667,21.72572514,1508,35,1543,1543,1547,3.16,2299.49,63.02,7.05,21546803.45,314.37,99.48417722
2,980,S20,15,0.04,0.718,0.022,32.63636364,27.78715793,1508,45,1553,1553,1553,2.63,2301.16,62.68,6.05,22232880.46,317.25,120.6273764
2,976,M,10,0.022,1.02,0.021,48.57142857,28.83191546,1510,70,1580,1580,1580,2.29,2304.08,62.52,0.02,84516.47162,275.72,120.4017467
2,909,S10,15,0.024,1.028,0.03,34.26666667,21.72572514,1506,44,1550,1550,1550,3.19,2298.73,62.94,5.95,18007919.34,0,0
2,909,M,17,0.018,1.015,0.024,42.29166667,25.93359266,1506,72,1578,1578,1578,2.28,2302.28,62.45,0,0,222.97,97.79385965
2,909,S9,12,0.02,1.012,0.028,36.14285714,22.94811947,1506,40,1546,1546,1546,3.17,2300.9,63.07,6.07,18504462.02,0,0
2,909,M,10,0.021,0.985,0.02,49.25,29.96988564,1506,72,1578,1578,1584,2.26,2300.52,62.7,0.31,1325343.823,311.02,137.619469
2,909,S5,11,0.028,1.025,0.02,51.25,29.96988564,1506,50,0,1556,1556,2.24,2303.51,63.1,5.33,23020703.06,310.06,138.4196429
2,909,S10,11,0.032,1.02,0.018,56.66666667,32.58285073,1506,30,0,1536,1536,2.22,2302.4,63.04,7.37,32102923.24,290.73,130.9594595
2,909,S19,14,0.028,1.024,0.027,37.92592593,23.61991192,1506,51,1557,1557,1556,2.48,2297.13,63.1,7.11,27660038.73,295.65,119.2137097
2,909,S24,17,0.022,1.102,0.026,42.38461538,24.33786233,1506,53,1559,1559,1556,2.39,2298.43,62.79,5.77,23305503.19,290.06,121.3640167
2,909,S5,8,0.023,1.03,0.026,39.61538462,24.33786233,1506,46,1552,1552,1552,2.36,2273.19,62.97,6.06,24515776.22,289.42,122.6355932
2,909,S10,8,0.024,1.02,0.023,44.34782609,26.82423957,1506,51,1557,1557,1546,2.47,2274.08,63.02,6.02,23278477.21,0,0
2,909,S11,0,0.021,1.03,0.024,42.91666667,25.93359266,1506,58,0,1564,1564,2.5,2274.52,63.02,6.06,23156433.22,0,0
2,909,S13,0,0.025,1.04,0.019,54.73684211,31.21470086,1506,54,1560,1560,1560,2.94,2274.57,62.89,7.19,23363083.29,0,0
2,909,S15,9,0.019,1.05,0.031,33.87096774,21.1678094,1506,49,0,1555,1555,2.94,2273.63,63.04,7.06,22931182.57,0,0
2,909,S18,5,0.021,0.78,0.028,27.85714286,22.94811947,1506,53,1559,1559,1559,2.52,2274.88,62.99,5.81,22028421.33,0,0
2,980,S23,13,0.015,0.72,0.025,28.8,25.10710746,1508,33,1541,1541,1541,2.58,2270.66,62.76,7.67,28351566.37,0,0
2,980,M,12,0.02,0.76,0.023,33.04347826,26.82423957,1508,79,1587,1587,1587,2.3,2274.46,62.4,0.41,1702878.313,270.95,117.8043478
2,980,S05,9,0.02,0.785,0.019,41.31578947,31.21470086,1508,61,1569,1569,1569,2.45,2275.64,62.91,5.89,22977462.17,313.02,127.7632653
2,980,S10,10,0.014,0.785,0.025,31.4,25.10710746,1508,19,1527,1527,1527,2.63,2274.54,63.14,5.9,21430836.96,281.26,106.9429658
2,980,M,11,0.025,0.756,0.021,36,28.83191546,1508,64,1572,1572,1572,2.29,2276.09,62.46,0.44,1836774.812,282.64,123.4235808
2,980,S05,15,0.026,0.762,0.023,33.13043478,26.82423957,1508,59,1567,1567,1567,2.9,2275.23,62.93,6.86,22604802.33,316.48,109.1310345
2,980,S10,10,0.013,0.73,0.022,33.18181818,27.78715793,1508,42,1550,1550,1550,2.8,2277.16,62.79,5.87,20050393.8,317.11,113.2535714
2,980,S15,8,0.015,0.706,0.018,39.22222222,32.58285073,1508,54,0,1562,1562,3.11,2281.97,62.95,5.09,15686159.05,0,0
2,980,S20,14,0.016,0.765,0.015,51,37.65403131,1508,43,0,1551,1551,3.19,2273.22,63.22,6.96,20830961.45,0,0
2,980,S25,14,0.017,0.743,0.018,41.27777778,32.58285073,1508,48,0,1556,1556,3.2,2276.33,63.04,7,20913781.88,0,0
2,980,S30,7,0.015,0.725,0.022,32.95454545,27.78715793,1508,55,1563,1563,1556,3.07,2275.03,63.13,6.03,18767885.92,0,0
2,980,M,10,0.013,0.74,0.019,38.94736842,31.21470086,1508,187,1695,1695,1582,2.3,2339.88,62.73,0.01,42728.24348,277.11,120.4826087
2,980,S08,0,0.015,0.75,0.025,30,25.10710746,1508,58,1566,1566,1566,3.1,2348.85,62.88,5.57,17725482.87,0,0
2,980,S14,16,0.021,0.762,0.023,33.13043478,26.82423957,1508,44,1552,1552,1552,2.92,2345.54,63.13,7.17,24189586.15,318.43,109.0513699
2,980,S10,15,0.015,0.723,0.034,21.26470588,19.67192734,1508,51,0,1559,1559,3.07,2339.74,62.88,6.75,21606393.81,0,0
2,980,S11,0,0.023,0.74,0.027,27.40740741,23.61991192,1508,39,1547,1547,1543,3.1,2344.39,63,6.85,21757451.71,0,0
2,980,S20,9,0.024,0.722,0.03,24.06666667,21.72572514,1508,43,1551,1551,1551,2.82,2343.77,63.04,5.6,19548039.15,0,0
2,980,S30,11,0.014,0.707,0.02,35.35,29.96988564,1508,32,0,1540,1540,3.13,2343.06,62.91,6.15,19335859.36,0,0
2,909,M,10,0.024,1.06,0.024,44.16666667,25.93359266,1506,94,1600,1600,1600,2.38,2350.16,62.73,0.03,124420.2353,279.01,117.2310924
2,909,S05,14,0.023,1.036,0.025,41.44,25.10710746,1506,57,0,1563,1563,3.1,2350.23,62.91,6.05,19264304.61,0,0
2,980,S10,17,0.016,0.732,0.029,25.24137931,22.31802259,1508,45,1553,1553,1552,3.12,2342.13,63.34,5.91,18633445.79,0,0
2,909,S25,15,0.022,1.06,0.022,48.18181818,27.78715793,1506,35,0,1541,1541,3.08,2350.67,63.03,5.56,17822352.55,0,0
2,980,S31,14,0.017,0.769,0.026,29.57692308,24.33786233,1508,50,1558,1558,1558,2.78,2350.85,62.96,7.27,25820451.04,0,0
2,980,S05,12,0.014,0.71,0.016,44.375,35.77449321,1508,58,1566,1566,1559,3.17,2350.11,62.94,6.64,20675037.12,0,0
2,909,S10,15,0.019,1.02,0.02,51,29.96988564,1506,56,1562,1562,1544,3.05,2352.57,63.08,5.48,17753033.15,0,0
2,909,S15,15,0.014,1.02,0.016,63.75,35.77449321,1506,45,0,1551,1551,3.17,2352.56,63.07,7.11,22161560.48,0,0
2,909,S20,14,0.02,1.03,0.018,57.22222222,32.58285073,1506,44,1550,1550,1552,3.01,2354.05,63.04,6.06,19905408.84,0,0
2,909,S25,14,0.017,1.065,0.021,50.71428571,28.83191546,1506,57,1563,1563,1563,3.06,2348.49,62.87,6.48,20887746.35,0,0
2,909,M,15,0.028,1.07,0.015,71.33333333,37.65403131,1506,82,0,1588,1588,2.3,2352.79,62.27,0.28,1202991.757,272.88,118.6434783
2,909,S05,10,0.021,1.05,0.025,42,25.10710746,1506,47,1553,1553,1553,2.82,2353.34,62.77,6.11,21415394,0,0
2,980,S10,16,0.025,0.726,0.019,38.21052632,31.21470086,1508,44,1552,1552,1550,3.14,2348.99,62.9,6.54,20548425.9,0,0
2,909,S15,16,0.022,1.04,0.025,41.6,25.10710746,1506,41,1547,1547,1537,3.08,2348.65,62.91,7.25,23219607.95,0,0
2,909,S20,12,0.027,1.06,0.018,58.88888889,32.58285073,1506,34,1540,1540,1540,3.05,2348.35,62.9,7.26,23477340.39,0,0
2,909,S25,12,0.026,1.07,0.03,35.66666667,21.72572514,1506,39,1545,1545,1545,2.6,2352.71,62.85,5.9,22423136.08,309.93,119.2038462
2,980,S30,14,0.017,0.76,0.014,54.28571429,39.77262916,1508,23,0,1531,1531,2.9,2353.76,63.1,6.94,23657722.92,0,0
2,980,S35,6,0.022,0.767,0.019,40.36842105,31.21470086,1508,37,1545,1545,1545,3.13,2352.25,62.77,6.69,21116140.73,0,0
2,976,S05,8,0.016,0.96,0.024,40,25.93359266,1510,49,1559,1559,1567,3.13,2349.77,63.02,6.44,20305616.28,0,0
2,980,S10,15,0.014,0.73,0.02,36.5,29.96988564,1508,43,1551,1551,1561,3.17,2348.23,63.08,6.76,21031844.21,0,0
2,980,S20,17,0.019,0.725,0.027,26.85185185,23.61991192,1508,36,1544,1544,1544,2.87,2351.81,63.14,7.5,25812548.78,0,0
2,980,S30,18,0.03,0.71,0.019,37.36842105,31.21470086,1508,46,0,1554,1554,2.93,2350.21,62.74,6.54,22032617.16,0,0
2,980,S32,15,0.015,0.73,0.021,34.76190476,28.83191546,1508,44,1552,1552,1552,2.44,2351.11,62.84,6.53,26426861.83,306.31,125.5368852
2,980,M,8,0.014,0.751,0.018,41.72222222,32.58285073,1508,66,0,1574,1574,2.26,2371.93,62.48,0.49,2159925.637,275.53,121.9159292
2,980,S05,8,0.018,0.749,0.023,32.56521739,26.82423957,1508,56,1564,1564,1564,3.12,2373.31,62.82,7.78,24855858.19,305.63,97.95833333
2,980,S10,3,0.017,0.7,0.018,38.88888889,32.58285073,1508,50,1558,1558,1540,3.25,2380.29,63.04,6.33,19471504.6,0,0
2,980,S14,9,0.035,0.82,0.022,37.27272727,27.78715793,1508,42,1550,1550,1545,3.18,2386.26,62.98,5.69,17932969.02,0,0
2,980,S20,9,0.021,0.752,0.02,37.6,29.96988564,1508,44,0,1552,1552,2.88,2385.51,62.89,5.95,20699269.06,0,0
2,980,S25,7,0.022,0.69,0.014,49.28571429,39.77262916,1508,64,1572,1572,1563,2.79,2379.59,63.04,7.15,25612576.24,0,0
2,980,S30,8,0.015,0.702,0.025,28.08,25.10710746,1508,40,1548,1548,1548,2.91,2379.75,62.82,7.36,25279323.71,318.8,109.5532646
2,980,S33,8,0.025,0.734,0.022,33.36363636,27.78715793,1508,22,1530,1530,1545,2.84,2374.85,63.08,0,0,315.12,110.9577465
2,980,M,0,0.026,0.745,0.016,46.5625,35.77449321,1508,65,1573,1573,1573,2.72,2372.1,60.82,0.12,439536.1765,273.53,100.5625
2,980,S16,6,0.014,0.74,0.01,74,51.94243253,1508,49,1557,1557,1557,2.66,2327.16,62.78,6,22046778.95,315.75,118.7030075
2,980,S05,6,0.015,0.7,0.022,31.81818182,27.78715793,1508,45,1553,1553,1556,2.97,2324.75,62.87,6.41,21073036.87,0,0
2,980,S11,3,0.024,0.712,0.018,39.55555556,32.58285073,1508,45,1553,1553,1555,2.75,2326.33,63,5.01,17800231.22,315.37,114.68
2,980,S21,8,0.016,0.742,0.019,39.05263158,31.21470086,1508,30,1538,1538,1535,3.2,2325.39,62.68,5.98,18251404.76,313.89,98.090625
2,980,S26,9,0.022,0.743,0.022,33.77272727,27.78715793,1508,45,1553,1553,1540,2.93,2328.26,63.1,6.89,22994944.67,287.69,98.18771331
2,980,M,9,0.021,0.71,0.025,28.4,25.10710746,1508,73,0,1581,1581,2.34,2324.01,62.71,0.01,41713,293.89,125.5940171
2,980,S01,0,0.018,0.721,0.028,25.75,22.94811947,1508,49,1557,1557,1493,2.71,2326.29,63.21,6.83,24624337.62,293.93,108.4612546
2,980,S05,9,0.021,0.789,0.028,28.17857143,22.94811947,1508,28,1536,1536,1535,2.91,2330.77,62.61,5.46,18367428.74,0,0
2,980,S09,7,0.016,0.756,0.026,29.07692308,24.33786233,1508,32,0,1540,1540,2.86,2323.27,62.85,5.84,19924883.41,316.71,110.7377622
2,980,S15,9,0.026,0.75,0.03,25,21.72572514,1508,47,1555,1555,1555,2.88,2329.54,63.19,5.08,17258008.83,0,0
2,980,S20,7,0.02,0.726,0.022,33,27.78715793,1508,40,1548,1548,1548,3.2,2327.44,62.97,6.21,18970090.65,0,0
2,980,M,8,0.02,0.753,0.018,41.83333333,32.58285073,1508,58,1566,1566,1579,2.32,2329.19,62.5,0.02,84332.74138,275.12,118.5862069
2,980,S05,8,0.022,0.723,0.022,32.86363636,27.78715793,1508,46,1554,1554,1554,2.83,2327.67,63.12,5.74,19828787.41,0,0
2,980,S10,9,0.022,0.723,0.021,34.42857143,28.83191546,1508,63,1571,1571,1571,2.71,2324.68,63.08,6.64,23922758.61,311.71,115.0221402
2,980,S15,9,0.02,0.742,0.028,26.5,22.94811947,1508,42,1550,1550,1548,2.73,2328.46,62.91,5.45,19523241.54,318.34,116.6080586
2,980,S20,11,0.014,0.79,0.016,49.375,35.77449321,1508,43,0,1551,1551,2.87,2329.72,62.8,6.81,23217648.59,318.26,110.8919861
2,980,S25,9,0.018,0.72,0.019,37.89473684,31.21470086,1508,32,0,1540,1540,2.84,2326.26,63.08,5.27,18130084.1,0,0
2,980,S30,8,0.018,0.715,0.023,31.08695652,26.82423957,1508,44,1552,1552,1552,3.03,2324.64,62.78,6.89,22201462.81,0,0
2,976,M,8,0.018,1.021,0.027,37.81481481,23.61991192,1510,73,0,1583,1583,2.26,2330.87,62.58,0.16,693072.8496,268.93,118.9955752
2,980,S05,9,0.031,0.746,0.024,31.08333333,25.93359266,1508,48,1556,1556,1556,2.72,2331.72,63.05,6.05,21782722.5,318.47,117.0845588
2,980,S10,7,0.015,0.754,0.028,26.92857143,22.94811947,1508,47,0,1555,1555,2.67,2336.64,63.11,5.74,21098021.39,312.98,117.2209738
2,980,S15,5,0.023,0.79,0.015,52.66666667,37.65403131,1508,41,1549,1549,1554,3.21,2336.3,62.88,5.66,17301720.75,279.16,86.96573209
2,980,S20,12,0.016,0.8,0.012,66.66666667,44.94691449,1508,29,1537,1537,1542,3.22,2329.91,63.1,5.3,16106769.13,0,0
2,980,S25,11,0.019,0.751,0.023,32.65217391,26.82423957,1508,37,1545,1545,1550,2.93,2330.16,63.09,6.28,20976211.66,0,0
2,980,S28,0,0.019,0.715,0.023,31.08695652,26.82423957,1508,45,1553,1553,1538,2.91,2334.22,63.16,6.9,23245943.51,0,0
2,980,S30,7,0.023,0.755,0.024,31.45833333,25.93359266,1508,28,0,1536,1536,2.92,2333.21,63.14,6.39,21444756.84,0,0
2,980,M,10,0.024,0.719,0.018,39.94444444,32.58285073,1508,76,1584,1584,1581,2.28,2332.6,62.44,0,0,264.2,115.877193
