grade,grade_s,seq_no,l_temp,dd,p,mn,s,mn_s,mn_s_t,super_heat,tt,cs,mcwf,mould_level,mcwd_temp,sczfr,m_factor,heat_ext
F,909,S20,1506,4,0.029,1.027,0.018,57.05555556,32.58285073,44,1550,3.29,2166.46,56.33,8.27,316.48,158.24,22872286.21
F,909,M,1506,6,0.024,1.022,0.021,48.66666667,28.83191546,67,1573,2.22,2164.88,55.86,7.45,252.14,126.07,30513105.95
F,909,M,1506,11,0.019,1.04,0.03,34.66666667,21.72572514,66,1572,2.33,2163.65,55.77,7.35,271.31,135.655,28666040.99
F,909,S20,1506,5,0.022,1.052,0.019,55.36842105,31.21470086,51,1557,2.55,2171.65,55.81,7.72,308.17,154.085,27613168.47
F,909,M,1506,5,0.014,1.043,0.007,149,68.93209842,82,1588,2.59,2158.33,55.79,7.46,306.45,153.225,26109959.68
F,909,S10,1506,6,0.019,1.033,0.024,43.04166667,25.93359266,46,1552,2.77,2161.64,56.24,7.62,318.83,159.415,24975135.94
F,980,S05,1508,8,0.017,0.73,0.016,45.625,35.77449321,45,1553,2.73,2175.44,55.93,7.7,317.35,158.675,25770596.92
F,980,S15,1508,10,0.021,0.76,0.02,38,29.96988564,38,1546,2.77,2176.01,55.72,7.43,318.69,159.345,24514284.5
F,980,M,1508,9,0.029,0.762,0.016,47.625,35.77449321,87,1595,2.31,2169.1,55.74,7.81,267.2,133.6,30801220
F,980,S20,1508,7,0.018,0.741,0.03,24.7,21.72572514,46,1554,2.74,2175.75,56.11,7.45,313.39,156.695,24846429.74
F,980,S25,1508,7,0.027,0.82,0.018,45.55555556,32.58285073,46,1554,2.6,2175.94,55.95,7.34,309.66,154.83,25799953.2
F,980,M,1508,15,0.023,0.746,0.017,43.88235294,34.09448306,84,1592,2.43,2170.55,55.88,7.67,289.97,144.985,28774525.8
F,980,S25,1508,7,0.023,0.738,0.029,25.44827586,22.31802259,39,1547,2.7,2171.75,55.68,6.95,312,156,23479030.56
F,980,S10,1508,6,0.021,0.76,0.02,38,29.96988564,41,1549,2.65,2170.74,56.12,7.16,312.71,156.355,24633393.69
F,980,S15,1508,5,0.02,0.764,0.016,47.75,35.77449321,36,1544,2.69,2168.98,56.24,7.11,315.4,157.7,24078096.94
F,980,S20,1508,7,0.034,0.776,0.015,51.73333333,37.65403131,47,1555,2.65,2168.74,55.95,7.13,314.03,157.015,24507580.39
F,980,M,1508,15,0.023,0.732,0.02,36.6,29.96988564,73,1581,2.24,2166.83,55.55,7.15,257.6,128.8,29049064.69
F,980,S10,1508,7,0.031,0.73,0.031,23.5483871,21.1678094,44,1552,2.68,2166.65,56.01,6.59,311.51,155.755,22376320.41
F,980,S15,1508,8,0.015,0.828,0.023,36,26.82423957,40,1548,2.86,2170.71,56.01,7.14,317.49,158.745,22760577.44
F,980,S30,1508,6,0.017,0.726,0.018,40.33333333,32.58285073,49,1557,2.52,2164.22,55.88,6.9,301.05,150.525,24888530
F,976,M,1510,10,0.019,1.02,0.009,113.3333333,56.47110389,76,1586,2.29,2155.2,55.61,7.05,266.39,133.195,27867018.34
F,909,M,1506,8,0.031,1.096,0.021,52.19047619,28.83191546,80,1586,2.27,2157.95,55.51,7.02,258.34,129.17,28028633.39
F,976,M,1510,13,0.027,1.046,0.013,80.46153846,42.18126779,48,1558,2.69,2157.98,55.83,6.88,309.66,154.83,23181037.2
F,976,M,1510,14,0.027,0.998,0.021,47.52380952,28.83191546,76,1586,2.57,2154.41,55.63,6.77,298.62,149.31,23835989.86
F,909,S10,1506,9,0.02,1.02,0.013,78.46153846,42.18126779,197,1703,2.75,2158.94,54.77,2.24,299.8,149.9,7385930.007
F,909,S20,1506,12,0.032,1.01,0.017,59.41176471,34.09448306,42,1548,2.72,2155.82,56.01,7.4,312.48,156.24,24633413.82
F,909,S25,1506,9,0.02,1.048,0.017,61.64705882,34.09448306,48,1554,2.81,2159.3,56.08,6.78,318.95,159.475,21881931.25
F,909,M,1506,14,0.034,1.058,0.013,81.38461538,42.18126779,78,1584,2.4,2161.22,55.55,6.53,285.75,142.875,24697341.55
F,980,S09,1508,7,0.039,0.724,0.018,40.22222222,32.58285073,7,1515,2.4,2260.98,55.88,7.15,286.25,143.125,28290512.25
F,980,S14,1508,3,0.022,0.755,0.022,34.31818182,27.78715793,54,1562,2.27,2263.79,56.02,7.06,260.97,130.485,29570881.53
F,980,S19,1508,2,0.016,0.748,0.016,46.75,35.77449321,33,1541,2.78,2262.1,56.1,7.67,248.1,124.05,26212694.03
F,980,M,1508,10,0.022,0.716,0.016,44.75,35.77449321,59,1567,2.54,2215.89,55.99,7.33,287.49,143.745,26857633.68
F,909,M,1506,8,0.031,1.04,0.011,94.54545455,48.15942887,71,1577,2.36,2225.52,55.78,7.94,266.56,133.28,31447729.22
F,909,S15,1506,10,0.018,1.1,0.017,64.70588235,34.09448306,49,1555,2.68,2233.59,56.3,7.56,315.74,157.87,26463040.93
F,909,S20,1506,8,0.02,1.041,0.016,65.0625,35.77449321,45,1551,2.79,2237.85,53.97,7.25,291.47,145.735,24423846.77
F,909,M,1506,4,0.017,1.044,0.016,65.25,35.77449321,198,1704,2.23,2220.58,53.49,7.74,257.44,128.72,32370679.21
F,909,M,1506,8,0.023,1.04,0.017,61.17647059,34.09448306,81,1587,2.34,2228.84,53.48,7.31,275.42,137.71,29243523.79
F,909,M,1506,8,0.02,1.018,0.013,78.30769231,42.18126779,73,1579,2.44,2230.43,53.83,8.04,291.5,145.75,30867688.62
F,976,S10,1510,8,0.016,1,0.013,76.92307692,42.18126779,39,1549,3.1,2241.62,54.3,4.25,284.63,142.315,12907392.58
F,909,M,1506,10,0.017,1.043,0.021,49.66666667,28.83191546,195,1701,2.29,2231.51,53.7,7.73,265.09,132.545,31636770.16
F,909,M,1506,10,0.023,1.02,0.03,34,21.72572514,53,1559,2.25,2237.66,53.65,7.54,257.11,128.555,31494318.61
F,909,M,1506,8,0.019,1.02,0.014,72.85714286,39.77262916,60,1566,2.61,2253.48,43.26,1.85,260,130,6708635.862
F,1116,M,1502,5,0.02,1.335,0.016,83.4375,35.77449321,55,1557,2.53,2238.77,53.96,7.17,301.1,150.55,26647557.23
F,909,S15,1506,6,0.017,1.061,0.018,58.94444444,32.58285073,33,1539,2.91,2241.58,54.14,7.5,319.73,159.865,24264525.77
F,909,S25,1506,2,0.022,1.09,0.016,68.125,35.77449321,58,1564,2.66,2238.93,54.11,7.4,314.69,157.345,26160129.47
F,980,M,1508,6,0.02,0.735,0.018,40.83333333,32.58285073,79,1587,2.29,2242.04,53.48,7.63,268.33,134.165,31374853.21
F,909,S20,1506,4,0.023,1.05,0.029,36.20689655,22.31802259,46,1552,2.6,2236.85,54.03,7.75,309.1,154.55,28003641.35
F,909,S25,1506,7,0.021,1.035,0.017,60.88235294,34.09448306,43,1549,2.66,2241.09,53.8,7.92,310.64,155.32,28025420.21
F,909,M,1506,7,0.024,1.05,0.019,55.26315789,31.21470086,72,1578,2.32,2235.41,53.72,8.04,273.02,136.51,32536777.97
F,980,M,1508,6,0.03,0.78,0.018,43.33333333,32.58285073,70,1578,2.13,2239.68,53.58,7.15,248.76,124.38,31576333.52
F,980,M,1508,9,0.022,0.721,0.02,36.05,29.96988564,68,1576,2.51,2246.6,53.56,7.61,295.12,147.56,28607900.08
F,980,S20,1508,10,0.026,0.79,0.024,32.91666667,25.93359266,39,1547,2.73,2247.63,54.06,7.83,283.34,141.67,27075296.77
F,980,S25,1508,8,0.019,0.735,0.023,31.95652174,26.82423957,42,1550,2.76,2244.11,54.03,7.71,316.43,158.215,26329264.5
F,980,S30,1508,4,0.023,0.744,0.02,37.2,29.96988564,48,1556,2.65,2249.48,53.86,4.95,305.17,152.585,17647807.25
F,980,M,1508,10,0.019,0.737,0.015,49.13333333,37.65403131,60,1568,2.68,2244.06,54.04,7.91,315.52,157.76,27817970.64
F,980,M,1508,7,0.016,0.754,0.019,39.68421053,31.21470086,64,1572,2.34,2268.45,53.75,7.65,271.99,135.995,31147563.46
F,980,S15,1508,7,0.032,0.762,0.016,47.625,35.77449321,51,1559,2.76,2266.6,53.83,7.63,318.37,159.185,26317196.96
F,980,M,1508,14,0.022,0.743,0.021,35.38095238,28.83191546,72,1580,2.32,2265.32,53.66,7.6,260.85,130.425,31167678.62
F,976,M,1510,9,0.022,1.01,0.017,59.41176471,34.09448306,65,1575,2.42,2266.03,53.93,7.13,284.53,142.265,28040716.69
F,976,M,1510,3,0.02,1.017,0.014,72.64285714,39.77262916,49,1559,2.43,2265.61,53.88,7.14,279.58,139.79,27959305.63
F,976,S16,1510,2,0.015,1.051,0.01,105.1,51.94243253,60,1570,2.5,2264.98,54.2,6.97,297.32,148.66,26522009.81
F,980,S30,1508,10,0.026,0.706,0.021,33.61904762,28.83191546,40,1548,3.26,2266.57,54.11,8.57,272.67,136.335,25025435.76
F,980,M,1508,8,0.025,0.752,0.016,47,35.77449321,90,1598,2.29,2267.62,53.76,7.53,267.85,133.925,31316921.45
F,980,S05,1508,6,0.02,0.743,0.024,30.95833333,25.93359266,48,1556,3.12,2266.98,54.24,7.71,273.2,136.6,23528636.65
F,980,S15,1508,9,0.019,0.79,0.01,79,51.94243253,52,1560,2.9,2265.91,53.78,7.54,260.24,130.12,24743737.2
F,980,M,1508,2,0.026,0.73,0.021,34.76190476,28.83191546,65,1573,2.31,2461.64,53.66,6.86,262.58,131.29,30703364.36
F,909,S05,1506,2,0.022,1.04,0.024,43.33333333,25.93359266,34,1540,2.89,2480.04,54.21,6.69,315.75,157.875,24112167.45
F,980,M,1508,5,0.026,0.731,0.021,34.80952381,28.83191546,82,1590,2.33,2475.19,53.5,6.79,275.14,137.57,30295050.82
F,909,M,1506,13,0.025,1.02,0.011,92.72727273,48.15942887,85,1591,2.32,2470.49,53.89,6.76,267.7,133.85,30233686.24
F,909,S07,1506,4,0.016,1.11,0.015,74,37.65403131,45,1551,2.48,2471.37,53.82,6.56,298.36,149.18,27456123.48
F,976,S19,1510,4,0.028,1.07,0.019,56.31578947,31.21470086,49,1559,2.75,2472.5,54.1,6.63,252.68,126.34,25036085.45
F,980,M,1508,8,0.018,0.749,0.013,57.61538462,42.18126779,80,1588,2.25,2469.1,53.48,6.34,251.66,125.83,29220975.47
F,1071,S10,1505,7,0.021,1.179,0.013,90.69230769,42.18126779,52,1557,2.91,2468.74,54,7.22,307.27,153.635,25725797.86
F,980,M,1508,8,0.019,0.744,0.016,46.5,35.77449321,185,1693,2.47,2466.53,53.59,6.93,293.2,146.6,29065110.19
F,909,M,1506,7,0.027,1.022,0.009,113.5555556,56.47110389,82,1588,2.34,2466.63,53.38,6.64,272.22,136.11,29397169.85
F,980,M,1508,7,0.023,0.727,0.02,36.35,29.96988564,82,1590,2.32,2462.26,53.91,6.79,270.72,135.36,30266694.26
F,980,M,1508,6,0.021,0.75,0.013,57.69230769,42.18126779,78,1586,2.38,2473.38,53.6,6.73,280.29,140.145,29375024.82
F,909,S05,1506,3,0.014,1.027,0.024,42.79166667,25.93359266,40,1546,2.8,2476.38,53.86,6.87,315.24,157.62,25519095.9
F,909,S10,1506,8,0.02,1.067,0.019,56.15789474,31.21470086,60,1566,2.67,2477.02,53.98,6.71,315.66,157.83,26145085.26
F,909,S20,1506,6,0.024,1.067,0.028,38.10714286,22.94811947,63,1569,2.68,2478.16,54.12,6.86,315.1,157.55,26642069.37
F,909,S25,1506,5,0.018,1.02,0.024,42.5,25.93359266,50,1556,2.72,2479.96,54.09,6.59,314.11,157.055,25235416.5
F,976,M,1510,5,0.019,0.993,0.01,99.3,51.94243253,79,1589,2.43,2483.32,49.16,6.34,266.1,133.05,27212281.88
F,980,M,1508,7,0.02,0.738,0.022,33.54545455,27.78715793,69,1577,2.45,2465.72,52.04,6.63,283.53,141.765,28024669.03
F,980,S05,1508,7,0.011,0.743,0.014,53.07142857,39.77262916,56,1564,3.39,2457.51,54.2,7.39,339.83,169.915,22500352.62
F,980,S10,1508,10,0.02,0.736,0.029,25.37931034,22.31802259,36,1544,3.18,2458.65,54.01,6.67,339.76,169.88,21659314.81
F,980,S19,1508,12,0.017,0.765,0.025,30.6,25.10710746,31,1539,3.04,2463.1,53.78,6.71,339.93,169.965,22833909.28
F,909,M,1506,5,0.026,1.086,0.02,54.3,29.96988564,71,1577,2.4,2457.34,52.63,6.78,278.61,139.305,29156339.1
F,909,S10,1506,6,0.019,1.012,0.025,40.48,25.10710746,56,1562,2.84,2458.35,53.89,6.85,339.43,169.715,24903777.99
F,909,S15,1506,15,0.031,1.052,0.018,58.44444444,32.58285073,63,1569,3.2,2457.29,53.83,7.41,340.06,170.03,23898681.06
F,909,M,1506,7,0.02,1.042,0.014,74.42857143,39.77262916,73,1579,2.37,2456.84,51.88,6.6,272.51,136.255,28735698.23
F,909,S05,1506,7,0.018,1.056,0.018,58.66666667,32.58285073,44,1550,2.87,2461.5,53.95,6.92,339.71,169.855,24927190.24
F,909,S10,1506,7,0.021,1.061,0.015,70.73333333,37.65403131,48,1554,2.95,2452.96,53.76,7.15,339.57,169.785,24970301.29
F,1071,S15,1505,4,0.017,1.218,0.016,76.125,35.77449321,45,1550,3.06,2461.95,53.88,7.14,340.56,170.28,24127110
F,1071,S20,1505,5,0.026,1.203,0.015,80.2,37.65403131,46,1551,2.89,2458.58,53.9,7.06,339.46,169.73,25225541.23
F,980,S25,1508,6,0.018,0.761,0.02,38.05,29.96988564,37,1545,2.93,2459.32,54.49,6.71,338.09,169.045,23654797.35
F,980,S29,1508,9,0.016,0.743,0.014,53.07142857,39.77262916,48,1556,2.63,2458.46,53.96,6.69,315.05,157.525,26265326.65
F,980,M,1508,8,0.017,0.744,0.021,35.42857143,28.83191546,50,1558,2.45,2474.47,47.04,5.91,260.38,130.19,25069916.06
F,980,S05,1508,8,0.022,0.747,0.02,37.35,29.96988564,34,1542,2.9,2478.37,54.02,6.45,339.72,169.86,23151394.24
F,980,S25,1508,7,0.015,0.736,0.02,36.8,29.96988564,44,1552,3.05,2474.92,54.1,6.64,340.09,170.045,22629694.74
F,980,S05,1508,9,0.015,0.732,0.017,43.05882353,34.09448306,49,1557,2.97,2473.26,54.05,6.23,339.94,169.97,21789670.42
F,980,S10,1508,7,0.018,0.74,0.026,28.46153846,24.33786233,37,1545,3.08,2473.45,54.03,6.18,339.93,169.965,20844437.73
F,909,S15,1506,5,0.025,1.022,0.016,63.875,35.77449321,56,1562,3.36,2466.14,54.01,6.86,340.04,170.02,21147150.5
F,980,S20,1508,5,0.018,0.735,0.02,36.75,29.96988564,52,1560,2.97,2472.12,54,6.15,340.18,170.09,21499952.73
F,980,S25,1508,2,0.02,0.715,0.02,35.75,29.96988564,191,1699,2.97,2474.69,53.97,6.64,340.06,170.03,23237089.13
F,980,M,1508,8,0.016,0.758,0.014,54.14285714,39.77262916,87,1595,2.34,2476.08,52.7,6.26,260.9,130.45,27820980.92
F,980,S05,1508,7,0.019,0.748,0.026,28.76923077,24.33786233,191,1699,3.22,2476.61,54.4,6.32,339.93,169.965,20415880.7
F,980,M,1508,7,0.023,0.744,0.012,62,44.94691449,76,1584,2.45,2470.18,51.26,6.44,263.15,131.575,27270787.2
F,980,S05,1508,5,0.025,0.728,0.017,42.82352941,34.09448306,70,1578,2.44,2475.33,54.09,6.12,290.24,145.12,26076181.28
F,980,S15,1508,8,0.026,0.771,0.017,45.35294118,34.09448306,31,1539,3.12,2475,53.8,6.66,339.88,169.94,22189326.92
F,980,M,1508,8,0.013,0.928,0.017,54.58823529,34.09448306,59,1567,2.26,2477.58,52.23,6.26,241.05,120.525,28823244.85
F,980,S05,1508,5,0.015,0.96,0.017,56.47058824,34.09448306,42,1550,3.16,2476.84,53.94,7.05,339.95,169.975,23208617.85
F,980,S10,1508,3,0.028,0.77,0.02,38.5,29.96988564,45,1553,3.05,2474.83,54.03,7.26,340.11,170.055,24741808.64
F,980,S20,1508,6,0.018,0.82,0.019,43.15789474,31.21470086,48,1556,3.07,2464.16,54.02,7.08,340.07,170.035,23867837.71
F,980,S26,1508,8,0.023,0.761,0.018,42.27777778,32.58285073,35,1543,2.91,2473.48,54.2,6.42,340.04,170.02,22919214.68
F,980,M,1508,6,0.014,0.78,0.017,45.88235294,34.09448306,81,1589,2.36,2435.85,52.02,6.98,271.1,135.55,30258211.27
F,980,S05,1508,5,0.015,0.735,0.017,43.23529412,34.09448306,34,1542,3,2430.64,53.87,7.56,339.5,169.75,25725893.76
F,980,S10,1508,4,0.02,0.761,0.024,31.70833333,25.93359266,46,1554,3.23,2427.84,53.79,7.56,339.98,169.99,23866494.02
F,980,S15,1508,8,0.029,0.749,0.018,41.61111111,32.58285073,53,1561,3.18,2430.2,53.85,7.08,339.82,169.91,22724662.64
F,980,S25,1508,11,0.022,0.767,0.024,31.95833333,25.93359266,53,1561,2.84,2427.31,54.04,6.75,336.52,168.26,24230365.67
F,980,M,1508,12,0.026,0.738,0.011,67.09090909,48.15942887,79,1587,2.38,2420.33,41.18,6.45,222.56,111.28,27549050.29
F,980,S05,1508,7,0.022,0.745,0.02,37.25,29.96988564,38,1546,2.94,2418.09,54.1,7.16,339.89,169.945,24733606.29
F,980,S20,1508,6,0.024,0.775,0.024,32.29166667,25.93359266,44,1552,2.93,2411.74,53.88,7.93,340.48,170.24,27414816.53
F,980,M,1508,5,0.035,0.735,0.018,40.83333333,32.58285073,74,1582,2.3,2417.27,52.23,7.19,261.22,130.61,31737704.11
F,976,M,1510,8,0.026,1.02,0.016,63.75,35.77449321,62,1572,2.37,2411.92,51.95,6.91,273.43,136.715,29535334.28
F,980,S05,1508,11,0.027,0.75,0.025,30,25.10710746,44,1552,3.22,2412.68,54,7.79,340.22,170.11,24514926.78
F,980,S10,1508,9,0.022,0.76,0.024,31.66666667,25.93359266,53,1561,3.12,2407.49,53.84,7.87,339.73,169.865,25505504.63
F,980,S15,1508,12,0.016,0.715,0.018,39.72222222,32.58285073,40,1548,3.17,2411.19,54.04,7.72,340.06,170.03,24662594.5
F,980,S25,1508,2,0.02,0.77,0.023,33.47826087,26.82423957,28,1536,2.72,2412.66,53.9,7.35,326.38,163.19,27381916.99
F,980,S15,1508,8,0.027,0.745,0.021,35.47619048,28.83191546,49,1557,3.27,2485.9,53.9,7.52,340.26,170.13,24010601.1
F,980,S20,1508,15,0.026,0.74,0.024,30.83333333,25.93359266,52,1560,3.26,2484.71,53.8,8.06,339.6,169.8,25801350.59
F,980,S25,1508,7,0.023,0.759,0.014,54.21428571,39.77262916,43,1551,3,2483.01,54.06,8.03,340.01,170.005,27913998.42
F,980,M,1508,6,0.017,0.738,0.016,46.125,35.77449321,71,1579,2.3,2494.6,52.84,6.71,262.8,131.4,30566442.26
F,909,M,1506,6,0.018,1.093,0.012,91.08333333,44.94691449,60,1566,2.31,2493.15,52.83,6.88,268.33,134.165,31187040
F,909,S10,1506,8,0.022,1.06,0.014,75.71428571,39.77262916,49,1555,3.22,2494.67,53.87,7.37,339.66,169.83,23981371.17
F,909,S15,1506,7,0.028,1.048,0.017,61.64705882,34.09448306,56,1562,3.15,2492.02,53.99,7.87,340.39,170.195,26149596.53
F,909,S20,1506,8,0.025,1.045,0.012,87.08333333,44.94691449,45,1551,3.3,2493.23,53.91,6.99,339.86,169.93,22180680.71
F,909,S25,1506,7,0.024,1.081,0.018,60.05555556,32.58285073,45,1551,3.18,2487.15,53.97,7.29,340.03,170.015,23947031.04
F,909,S30,1506,12,0.025,1.01,0.02,50.5,29.96988564,53,1559,2.97,2493.14,54.12,7.18,339.95,169.975,25314185.13
F,909,M,1506,2,0.022,1.026,0.016,64.125,35.77449321,77,1583,2.34,2494.41,46.07,6.57,236.78,118.39,29414850.23
F,909,S05,1506,5,0.028,1.05,0.023,45.65217391,26.82423957,46,1552,2.36,2494.28,53.86,6.79,281.09,140.545,30140625.86
F,909,S10,1506,11,0.024,1.04,0.016,65,35.77449321,49,1555,2.39,2493.78,53.99,6.57,286.1,143.05,28792203.06
F,909,S15,1506,15,0.032,1.055,0.025,42.2,25.10710746,57,1563,2.91,2491.99,53.96,7.29,339.72,169.86,26219845.3
F,909,S20,1506,10,0.017,1.089,0.016,68.0625,35.77449321,51,1557,3.19,2492.14,54.18,7.33,339.88,169.94,24051104.09
F,909,S25,1506,5,0.03,1.047,0.02,52.35,29.96988564,51,1557,3.13,2494.26,53.73,7.41,339.93,169.965,24800753.9
F,980,M,1508,5,0.013,0.751,0.014,53.64285714,39.77262916,77,1585,2.37,2494.52,52.43,6.79,275.11,137.555,30016338.13
F,980,S05,1508,8,0.026,0.743,0.019,39.10526316,31.21470086,37,1545,2.77,2493.71,53.92,6.78,332.02,166.01,25635698.9
F,909,S20,1506,2,0.02,1.055,0.022,47.95454545,27.78715793,22,1528,2.96,2492.45,54.06,7.18,339.99,169.995,25392676.42
F,909,S10,1506,10,0.025,1.07,0.017,62.94117647,34.09448306,51,1557,2.7,2503.91,53.95,6.6,325.46,162.73,25706809.33
F,909,S15,1506,7,0.02,1,0.021,47.61904762,28.83191546,42,1548,2.58,2507,54.02,6.44,310.16,155.08,26282688.37
F,909,S20,1506,7,0.024,1.052,0.023,45.73913043,26.82423957,37,1543,2.7,2506.82,54.16,6.8,321.93,160.965,26516584.89
F,909,S25,1506,6,0.021,1.1,0.025,44,25.10710746,51,1557,2.65,2508.1,53.9,6.97,317.93,158.965,27706460.15
F,976,M,1510,10,0.017,0.989,0.014,70.64285714,39.77262916,58,1568,2.57,2576.85,47.74,6.11,269.6,134.8,25730398.72
F,980,S15,1508,7,0.015,0.729,0.014,52.07142857,39.77262916,49,1557,2.44,2588.9,54.08,6.25,292.74,146.37,27851895.49
F,909,S20,1506,10,0.026,1.058,0.017,62.23529412,34.09448306,39,1545,2.91,2582.75,54.03,6.81,336.93,168.465,25385503.61
F,980,S25,1508,9,0.023,0.763,0.019,40.15789474,31.21470086,44,1552,3.21,2579.85,53.96,7.45,339.87,169.935,25147509.81
F,980,S30,1508,5,0.019,0.749,0.024,31.20833333,25.93359266,42,1550,2.99,2581.08,54.14,6.92,339.71,169.855,25089133.48
F,980,S05,1508,7,0.024,0.734,0.014,52.42857143,39.77262916,45,1553,2.82,2582.41,54.09,6.53,335.97,167.985,25115310.87
F,980,S10,1508,7,0.031,0.774,0.013,59.53846154,42.18126779,47,1555,3.26,2581.19,54.16,7.26,340.01,170.005,24142836.04
F,980,S25,1508,5,0.016,0.75,0.021,35.71428571,28.83191546,51,1559,3.11,2584.81,54.04,6.79,340.02,170.01,23702125.91
F,980,M,1508,2,0.023,0.755,0.019,39.94708995,31.34566508,52,1560,2.32,2584.26,51.86,6.39,260.39,130.195,29894987.02
F,909,S10,1506,8,0.022,1.067,0.013,82.07692308,42.18126779,43,1549,2.85,2582.64,54.17,7.19,339.07,169.535,27365109.73
F,909,S20,1506,5,0.021,1.023,0.021,48.71428571,28.83191546,34,1540,2.97,2584.63,53.96,7.11,339.96,169.98,25987279.82
F,909,M,1506,5,0.02,1.02,0.021,48.57142857,28.83191546,52,1558,2.41,2583.71,52.31,6.48,275.19,137.595,29177697.66
F,909,S05,1506,9,0.021,1.003,0.024,41.79166667,25.93359266,15,1521,2.9,2577.08,54.04,6.76,339.75,169.875,25230501.85
F,909,S20,1506,3,0.024,1.05,0.016,65.625,35.77449321,43,1549,2.64,2580.44,54.06,6.63,316.13,158.065,27217777.36
F,909,M,1506,6,0.02,1.062,0.014,75.85714286,39.77262916,85,1591,2.28,2576.21,52.3,6.53,259.43,129.715,30989094.5
F,909,S05,1506,6,0.021,1.033,0.015,68.86666667,37.65403131,39,1545,2.93,2585.54,53.96,6.4,340.3,170.15,23719902.8
F,909,S10,1506,5,0.026,1.05,0.026,40.38461538,24.33786233,198,1704,2.9,2582.98,54.11,6.77,339.92,169.96,25325673.56
F,909,S30,1506,10,0.02,1.01,0.015,67.33333333,37.65403131,38,1544,2.89,2586.53,53.89,6.68,340.07,170.035,25109925.84
F,980,M,1508,10,0.016,0.77,0.012,64.16666667,44.94691449,84,1592,2.41,2511.99,52.26,6.93,281.53,140.765,30337751.43
F,980,S05,1508,8,0.029,0.768,0.014,54.85714286,39.77262916,42,1550,2.84,2509.63,54.05,6.78,334.76,167.38,25163459.11
F,980,S19,1508,13,0.016,0.75,0.021,35.71428571,28.83191546,33,1541,2.85,2513.54,54.1,6.45,339.21,169.605,23891859.16
F,980,S24,1508,12,0.02,0.76,0.014,54.28571429,39.77262916,47,1555,3.21,2505.1,53.97,6.9,339.86,169.93,22616136.45
F,980,M,1508,5,0.02,0.763,0.016,47.6875,35.77449321,77,1585,2.41,2511.53,52.2,6.9,281.46,140.73,30200887.72
F,980,S07,1508,15,0.017,0.76,0.017,44.70588235,34.09448306,39,1547,2.8,2508.88,53.9,6.87,335.52,167.76,25854008.4
F,909,S12,1506,10,0.02,1.076,0.023,46.7826087,26.82423957,41,1547,2.9,2513.59,53.91,6.72,339.83,169.915,24463297.99
F,909,S27,1506,13,0.02,1.045,0.017,61.47058824,34.09448306,46,1552,3.28,2505.73,53.95,7.82,340,170,25090913.45
F,976,M,1510,10,0.016,1.04,0.011,94.54545455,48.15942887,65,1575,2.36,2515.24,52.66,6.32,273.42,136.71,28290055.32
F,909,S15,1506,13,0.02,1.055,0.014,75.35714286,39.77262916,48,1554,3.01,2510.95,54.17,7.35,339.64,169.82,25751836.05
F,909,S20,1506,13,0.023,1.078,0.021,51.33333333,28.83191546,47,1553,3.01,2514.1,54.17,7.39,337.68,168.84,25924463.72
F,909,S25,1506,11,0.023,1.089,0.016,68.0625,35.77449321,46,1552,3.36,2512.78,54.66,7.49,339.92,169.96,23525902.75
F,909,S05,1506,6,0.016,1.046,0.012,87.16666667,44.94691449,44,1550,2.96,2514.72,54.17,7.09,339.31,169.655,25298423.03
F,909,S10,1506,7,0.024,1.061,0.018,58.94444444,32.58285073,53,1559,2.94,2514.18,53.9,7.55,340.2,170.1,27117227.14
F,909,S20,1506,14,0.017,1.059,0.016,66.1875,35.77449321,43,1549,2.98,2515.83,54,7.1,339.96,169.98,25175184.77
F,909,M,1506,8,0.023,1.032,0.016,64.5,35.77449321,198,1704,2.33,2516.05,51.79,7.04,269.84,134.92,31928998.45
F,980,S05,1508,10,0.019,0.898,0.019,47.26315789,31.21470086,54,1562,2.92,2507.66,54.52,7.13,339.88,169.94,25717255.6
F,909,S10,1506,8,0.018,1.07,0.016,66.875,35.77449321,45,1551,2.97,2517.24,53.88,7.18,340.12,170.06,25558885.33
F,909,S15,1506,9,0.025,1.088,0.011,98.90909091,48.15942887,40,1546,2.68,2515.55,54.14,6.9,322.43,161.215,27201730.97
N,980,S10,1508,22,0.025,0.751,0.028,26.82142857,22.94811947,47,1555,2.69,2285.8,63.11,5.39,316.36,158.18,19236409.07
N,980,S30,1508,8,0.019,0.857,0.028,30.60714286,22.94811947,47,1555,2.71,2282.27,63.2,5.38,281.59,140.795,19029584.1
N,980,M,1508,17,0.024,0.726,0.021,34.57142857,28.83191546,65,1573,2.4,2282.27,62.49,0.23,275.54,137.77,918613.675
N,976,S14,1510,4,0.018,1.075,0.026,41.34615385,24.33786233,29,1539,2.64,2274.15,63.07,4.58,311.53,155.765,16570283.86
N,980,S19,1508,20,0.022,0.719,0.031,23.19354839,21.1678094,47,1555,2.96,2279.87,63.12,6.91,306.24,153.12,22353509.17
N,980,S23,1508,23,0.024,0.747,0.028,26.67857143,22.94811947,-8,1500,2.82,2280.82,62.87,6.33,319.71,159.855,21502794.51
N,980,S10,1508,9,0.02,0.74,0.023,32.17391304,26.82423957,55,1563,2.78,2306.9,62.96,6.39,309.78,154.89,22270713.02
N,980,S15,1508,9,0.02,0.757,0.029,26.10344828,22.31802259,36,1544,2.49,2307.58,63.14,6.35,302,151,24716127.95
