grade,grade_s,seq_no,l_temp,dd,p,mn,s,mn_s,mn_s_t,super_heat,tt,cs,mcwf,mould_level,mcwd_temp,sczfr,m_factor,heat_ext
C,980,S15,1508,11,0.014,0.715,0.011,65,48.15942887,60,1568,2.99,2323.06,52.71,0.87,182.47,91.235,2838950.247
C,980,S20,1508,8,0.019,0.755,0.015,50.33333333,37.65403131,52,1560,2.8,2326.39,53.1,0.68,187.47,93.735,2372917.8
C,909,S14,1506,10,0.025,1,0.015,66.66666667,37.65403131,52,1558,2.62,2338.3,52.2,0.69,181.03,90.515,2586409.695
C,909,S24,1506,8,0.017,1.042,0.025,41.68,25.10710746,50,1556,2.79,2329.5,52.2,9.27,185.25,92.625,32507796.77
C,909,S05,1506,7,0.021,1.019,0.014,72.78571429,39.77262916,46,1552,2.79,2330.13,51.74,8.65,197.27,98.635,30341800.32
C,909,S10,1506,11,0.026,1.04,0.024,43.33333333,25.93359266,58,1564,2.68,2333.04,52.09,9.28,185.55,92.775,33930062.33
C,909,S05,1506,9,0.022,1.038,0.027,38.44444444,23.61991192,44,1550,2.52,2315.64,52.06,8.74,185.25,92.625,33731156
C,909,S20,1506,7,0.031,1.053,0.016,65.8125,35.77449321,57,1563,3.06,2312.81,51.85,9.29,186.84,93.42,29490594.96
C,909,S25,1506,10,0.016,1.06,0.018,58.88888889,32.58285073,51,1557,2.9,2311.14,51.93,9.14,191.9,95.95,30593118.04
C,909,M,1506,5,0.02,1.04,0.007,148.5714286,68.93209842,62,1568,2.36,2310.85,51.68,9.17,181.84,90.92,37711896.99
C,909,S05,1506,9,0.02,1.032,0.022,46.90909091,27.78715793,44,1550,2.89,2317.96,51.9,9,188.3,94.15,30317954.33
C,909,S05,1506,7,0.024,1.104,0.016,69,35.77449321,49,1555,2.64,2322.83,52.09,8.89,180.4,90.2,32852207.02
C,976,S05,1510,6,0.012,0.981,0.013,75.46153846,42.18126779,58,1568,2.45,2321.65,51.92,8.44,180.11,90.055,33590958.86
C,980,S15,1508,10,0.016,0.814,0.019,42.84210526,31.21470086,51,1559,3.02,2323.92,52.45,9.53,192.5,96.25,30800404.61
C,980,S10,1508,10,0.018,0.767,0.013,59,42.18126779,40,1548,2.66,2314.64,51.87,8.71,180.34,90.17,31832391.16
C,980,S05,1508,3,0.022,0.771,0.025,30.84,25.10710746,44,1552,2.84,2317.1,51.99,8.41,180.51,90.255,28818523.31
C,980,S10,1508,10,0.022,0.75,0.026,28.84615385,24.33786233,38,1546,2.91,2315.04,52.02,8.36,181.27,90.635,27933224.91
C,980,S20,1508,10,0.02,0.728,0.019,38.31578947,31.21470086,60,1568,2.92,2309.6,52.13,8.94,180.89,90.445,29698924.93
C,909,S20,1506,10,0.015,1.023,0.017,60.17647059,34.09448306,58,1564,2.83,2417.23,51.72,8.56,182.34,91.17,30708216.59
C,909,S05,1506,2,0.013,1.04,0.018,57.77777778,32.58285073,31,1537,2.99,2249.87,51.82,8.9,198.39,99.195,28127137.32
C,980,S15,1508,4,0.021,0.8,0.018,44.44444444,32.58285073,43,1551,3.03,2255.54,52.2,8.92,182.59,91.295,27888300.51
C,909,S25,1506,6,0.026,1.197,0.012,99.75,44.94691449,37,1543,3.15,2258.25,51.86,8.82,182.73,91.365,26557020
C,909,S30,1506,6,0.014,1.09,0.016,68.125,35.77449321,45,1551,2.35,2253.98,51.93,8.41,181.08,90.54,33878758.11
C,909,M,1506,5,0.031,1.04,0.011,94.54545455,48.15942887,71,1577,2.35,2261.17,51.78,8.88,182.94,91.47,35886211.2
C,909,S05,1506,7,0.021,1.046,0.017,61.52941176,34.09448306,38,1544,2.92,2266.43,52.15,8.89,194.88,97.44,28980809.36
C,909,S05,1506,4,0.019,1.02,0.013,78.46153846,42.18126779,198,1704,3.01,2274.67,51.84,8.53,195.69,97.845,27073862.93
C,909,S10,1506,7,0.025,1.043,0.019,54.89473684,31.21470086,40,1546,2.8,2273.22,51.78,8.46,180.11,90.055,28847161.8
C,909,S20,1506,4,0.024,1.047,0.016,65.4375,35.77449321,38,1544,2.61,2274.64,52.12,8.66,184.18,92.09,31698546.39
C,909,S25,1506,7,0.019,1.052,0.019,55.36842105,31.21470086,54,1560,2.74,2271.87,52.05,8.62,196.76,98.38,30018533.39
C,909,S05,1506,10,0.014,1.035,0.016,64.6875,35.77449321,43,1549,2.78,2275.29,51.94,8.14,183.63,91.815,27981156.3
C,976,S20,1510,6,0.021,1.035,0.013,79.61538462,42.18126779,59,1569,3.08,2270.79,51.89,8.87,180.5,90.25,27466237.23
C,976,S10,1510,7,0.016,1,0.013,76.92307692,42.18126779,39,1549,3.19,2281.2,52.2,8.53,183.16,91.58,25619520.75
C,909,S05,1506,8,0.019,1.042,0.017,61.29411765,34.09448306,39,1545,2.87,2277.88,51.98,8.7,190.89,95.445,29001301.46
C,980,S20,1508,8,0.021,0.803,0.019,42.26315789,31.21470086,38,1546,2.61,2276.23,52.15,8.2,182.76,91.38,30035770.57
C,1116,S25,1502,2,0.015,1.37,0.017,80.58823529,34.09448306,58,1560,3.14,2285.08,51.7,8.89,181.82,90.91,27172075.49
C,909,S05,1506,7,0.018,1.085,0.015,72.33333333,37.65403131,54,1560,2.38,2292.56,51.94,9.35,180.13,90.065,37827240
C,909,S10,1506,7,0.017,1.041,0.015,69.4,37.65403131,43,1549,2.99,2281.02,51.87,9.87,199.95,99.975,31624549.53
C,909,S15,1506,9,0.027,1.02,0.018,56.66666667,32.58285073,51,1557,3.35,2288.94,52.09,9.59,193.28,96.64,27520574.72
C,1116,S20,1502,8,0.015,1.3,0.02,65,29.96988564,59,1561,2.85,2286.13,52.09,9.13,192.56,96.28,30759277.54
C,1116,S05,1502,7,0.018,1.389,0.017,81.70588235,34.09448306,48,1550,2.67,2284.72,51.93,9.14,181.73,90.865,32848625.98
C,909,S15,1506,9,0.017,1.061,0.018,58.94444444,32.58285073,33,1539,3.06,2287.37,51.92,9.96,180.89,90.445,31269693.41
C,909,S10,1506,10,0.031,1.054,0.019,55.47368421,31.21470086,47,1553,2.63,2275.96,52.3,9.89,180.6,90.3,35946321.86
C,980,S05,1508,5,0.021,0.755,0.029,26.03448276,22.31802259,194,1702,2.54,2255.31,52.07,9.41,190.07,95.035,35092268.43
C,980,S10,1508,5,0.024,0.74,0.021,35.23809524,28.83191546,38,1546,2.76,2254.11,51.86,9.48,189.95,94.975,32517986.87
C,980,S15,1508,2,0.017,0.75,0.03,25,21.72572514,42,1550,2.79,2251.56,52.07,9.64,181.75,90.875,32674251.35
C,980,S20,1508,2,0.022,0.714,0.022,32.45454545,27.78715793,48,1556,3.15,2258.71,52,9.54,181.01,90.505,28730791.2
C,980,S25,1508,6,0.022,0.725,0.026,27.88461538,24.33786233,53,1561,3.11,2249.6,51.93,9.62,199.96,99.98,29225993.05
C,980,M,1508,3,0.022,0.721,0.02,36.05,29.96988564,68,1576,2.38,2255.92,51.66,9.7,182.24,91.12,38616042.35
C,980,S10,1508,5,0.017,0.753,0.021,35.85714286,28.83191546,29,1537,2.78,2260.04,52,9.76,184.96,92.48,33325021.47
C,980,S05,1508,6,0.014,0.78,0.017,45.88235294,34.09448306,39,1547,2.72,2257.21,51.85,9.67,180.11,90.055,33703796.67
C,980,S10,1508,7,0.015,0.75,0.016,46.875,35.77449321,46,1554,2.92,2247.87,51.98,9.38,182.03,91.015,30327769.36
C,980,S15,1508,8,0.028,0.736,0.021,35.04761905,28.83191546,47,1555,2.7,2251.02,52.06,9.47,183.44,91.72,33160025.73
C,980,S25,1508,8,0.017,0.738,0.019,38.84210526,31.21470086,46,1554,3.09,2248.76,52.12,0.8,198.46,99.23,2445253.592
C,980,M,1508,16,0.022,0.743,0.021,35.38095238,28.83191546,72,1580,2.25,2259.63,51.59,9.89,190.81,95.405,41715782.64
C,980,S05,1508,7,0.018,0.73,0.025,29.2,25.10710746,38,1546,2.81,2252.6,51.96,8.89,194.36,97.18,29931522.7
C,980,S15,1508,6,0.03,0.754,0.015,50.26666667,37.65403131,55,1563,2.91,2254.39,51.66,9.87,199.48,99.74,32114598.99
C,980,S20,1508,5,0.026,0.714,0.012,59.5,44.94691449,33,1541,2.98,2250.11,52.1,9.64,199.78,99.89,30571293.18
C,980,S25,1508,3,0.03,0.76,0.023,33.04347826,26.82423957,184,1692,2.92,2254.64,51.88,9.57,195.34,97.67,31035274.03
C,980,S05,1508,7,0.018,0.75,0.02,37.5,29.96988564,25,1533,2.59,2252.99,51.84,9.37,195.47,97.735,34233269.68
C,976,S09,1510,8,0.016,1.032,0.012,86,44.94691449,41,1551,2.59,2255.81,52,8.89,196.31,98.155,32520244.7
C,980,S11,1508,14,0.023,0.733,0.016,45.8125,35.77449321,40,1548,2.72,2253.62,52.44,9.81,195.78,97.89,34137371.78
C,980,S21,1508,8,0.027,0.74,0.02,37,29.96988564,47,1555,3.07,2251.96,52.24,9.72,181.01,90.505,29945933.24
C,980,S30,1508,11,0.026,0.706,0.021,33.61904762,28.83191546,40,1548,3.07,2252.72,51.9,9.95,190.28,95.14,30664875.83
C,980,S05,1508,4,0.02,0.743,0.024,30.95833333,25.93359266,48,1556,2.64,2251.52,52.03,9.35,180.42,90.21,33491360
C,980,S15,1508,13,0.019,0.79,0.01,79,51.94243253,52,1560,2.72,2247.73,52.22,9.35,180.75,90.375,32451601.88
C,980,S25,1508,6,0.021,0.751,0.029,25.89655172,22.31802259,50,1558,2.69,2251.95,51.62,10.71,181.2,90.6,37656957.21
C,909,S05,1506,3,0.014,1.027,0.024,42.79166667,25.93359266,40,1546,2.86,2247.42,51.78,9.57,180.18,90.09,31584894.92
C,909,S20,1506,11,0.03,1.12,0.016,70,35.77449321,59,1565,2.75,2245.79,51.99,10.26,190.86,95.43,35191120.97
C,980,S25,1508,6,0.016,0.891,0.015,59.4,37.65403131,48,1556,2.88,2244.41,52.05,9.65,195.52,97.76,31585394.9
C,909,S05,1506,9,0.022,1.036,0.02,51.8,29.96988564,53,1559,2.95,2250.46,51.93,9.75,196.55,98.275,31239436.27
C,909,S10,1506,9,0.026,1.041,0.021,49.57142857,28.83191546,53,1559,2.62,2251.15,52.02,9.46,182.47,91.235,34138431.98
C,976,M,1510,8,0.019,0.993,0.01,99.3,51.94243253,79,1589,2.35,2250.23,50.19,9.57,132.26,66.13,38487550.9
C,980,M,1508,8,0.02,0.738,0.022,33.54545455,27.78715793,69,1577,2.34,2236.74,50.49,9.36,141.45,70.725,37577232
C,980,S10,1508,6,0.02,0.736,0.029,25.37931034,22.31802259,36,1544,2.74,2234.28,52.07,8.87,190.55,95.275,30378053.69
C,980,S19,1508,10,0.017,0.765,0.025,30.6,25.10710746,31,1539,2.78,2234.81,51.7,9.15,183.83,91.915,30893434.64
C,909,M,1506,5,0.026,1.086,0.02,54.3,29.96988564,71,1577,2.39,2230.12,50.58,9.3,140.01,70.005,36447065.77
C,909,M,1506,6,0.02,1.042,0.014,74.42857143,39.77262916,73,1579,2.4,2230.78,46.53,9.29,136.53,68.265,36266905.85
C,909,S05,1506,7,0.018,1.056,0.018,58.66666667,32.58285073,44,1550,2.89,2235.27,52.08,9.18,172.72,86.36,29821131.53
C,909,S10,1506,3,0.021,1.061,0.015,70.73333333,37.65403131,48,1554,2.9,2231.81,52.35,9.58,177.71,88.855,30965209.37
C,1071,S15,1505,10,0.017,1.218,0.016,76.125,35.77449321,45,1550,2.72,2236.75,51.86,9.07,183.03,91.515,31326012.68
C,1071,S20,1505,8,0.026,1.203,0.015,80.2,37.65403131,46,1551,3.05,2230.42,52.08,9.16,173.66,86.83,28134005.98
C,980,S25,1508,6,0.018,0.761,0.02,38.05,29.96988564,37,1545,2.58,2231.06,52.01,8.53,173.31,86.655,30980602.93
C,980,M,1508,5,0.017,0.744,0.021,35.42857143,28.83191546,50,1558,2.37,2241.71,42.78,8.98,129.46,64.73,35674402.68
C,980,S05,1508,6,0.022,0.747,0.02,37.35,29.96988564,34,1542,3.1,2248.45,51.99,8.79,174.01,87.005,26776863.58
C,980,S25,1508,10,0.015,0.736,0.02,36.8,29.96988564,44,1552,2.65,2247.84,40.76,8.87,182.63,91.315,31600389.19
C,980,S05,1508,6,0.015,0.732,0.017,43.05882353,34.09448306,49,1557,3.01,2241.14,51.65,8.19,178.28,89.14,25611539.44
C,980,S10,1508,9,0.018,0.74,0.026,28.46153846,24.33786233,37,1545,2.79,2244.4,52.18,7.95,184.52,92.26,26860400
C,909,S15,1506,8,0.025,1.022,0.016,63.875,35.77449321,56,1562,2.73,2236.86,52.13,8.61,198.1,99.05,29629791.69
C,980,S20,1508,2,0.018,0.735,0.02,36.75,29.96988564,52,1560,2.85,2241.58,52.03,8.27,178.34,89.17,27318961.31
C,980,S25,1508,10,0.02,0.715,0.02,35.75,29.96988564,191,1699,2.89,2248.11,52.19,8.61,177.58,88.79,28130157.03
C,980,M,1508,5,0.016,0.758,0.014,54.14285714,39.77262916,87,1595,2.28,2244.93,50.24,8.72,134.54,67.27,36060665.05
C,980,S05,1508,4,0.019,0.748,0.026,28.76923077,24.33786233,191,1699,2.89,2247.37,52.1,8.48,191.38,95.69,27696307.93
C,980,M,1508,5,0.023,0.744,0.012,62,44.94691449,76,1584,2.34,2238.86,49.59,8.81,138.25,69.125,35402691.33
C,980,S15,1508,15,0.026,0.771,0.017,45.35294118,34.09448306,31,1539,2.95,2246.49,51.82,8.81,189,94.5,28177838.3
C,980,M,1508,6,0.013,0.928,0.017,54.58823529,34.09448306,59,1567,2.3,2245.07,50.25,8.63,131.94,65.97,35380350.97
C,980,S05,1508,5,0.015,0.96,0.017,56.47058824,34.09448306,42,1550,3.09,2245.52,51.94,9.49,189.53,94.765,28965027.88
C,980,S10,1508,9,0.028,0.77,0.02,38.5,29.96988564,45,1553,3.04,2242.6,52.09,10.24,182.67,91.335,31726888.42
C,980,M,1508,5,0.014,0.78,0.017,45.88235294,34.09448306,81,1589,2.36,2257.32,46.49,9.1,136.38,68.19,36557106.1
C,980,S05,1508,3,0.015,0.735,0.017,43.23529412,34.09448306,34,1542,2.66,2261.27,51.73,9.26,179.98,89.99,33062147.68
C,980,S10,1508,5,0.02,0.761,0.024,31.70833333,25.93359266,46,1554,2.55,2255.4,51.92,8.91,193.93,96.965,33098658.35
C,980,S15,1508,7,0.029,0.749,0.018,41.61111111,32.58285073,53,1561,2.78,2260.2,51.94,9.09,191.88,95.94,31039537.99
C,980,S25,1508,8,0.022,0.767,0.024,31.95833333,25.93359266,53,1561,2.85,2254.09,52.1,1.17,169.87,84.935,3886525.705
C,980,M,1508,9,0.026,0.738,0.011,67.09090909,48.15942887,79,1587,2.37,2241.48,40.33,8.85,110.99,55.495,35154350.89
C,980,S05,1508,9,0.022,0.745,0.02,37.25,29.96988564,38,1546,2.87,2239.26,51.86,8.91,175.91,87.955,29197765.76
C,980,S20,1508,5,0.024,0.775,0.024,32.29166667,25.93359266,44,1552,2.56,2237.13,51.81,9.53,176.28,88.14,34977877.1
C,980,M,1508,2,0.035,0.735,0.018,40.83333333,32.58285073,74,1582,2.33,2236.02,50.12,9.13,133.12,66.56,36799323.14
C,976,M,1510,7,0.026,1.02,0.016,63.75,35.77449321,62,1572,2.4,2231.33,50.27,8.97,137.42,68.71,35026302.68
C,980,S05,1508,10,0.027,0.75,0.025,30,25.10710746,44,1552,2.59,2237.92,51.77,8.86,192.84,96.42,32153466.81
C,980,S10,1508,5,0.022,0.76,0.024,31.66666667,25.93359266,53,1561,2.6,2235.45,51.93,9.38,188.14,94.07,33872226.23
C,980,S15,1508,10,0.016,0.715,0.018,39.72222222,32.58285073,40,1548,2.87,2237.73,52.03,9.38,190.31,95.155,30716937.66
C,980,S25,1508,8,0.02,0.77,0.023,33.47826087,26.82423957,28,1536,2.53,2241.6,51.93,8.86,163.32,81.66,32970126.17
C,980,S15,1508,10,0.027,0.745,0.021,35.47619048,28.83191546,49,1557,2.75,2227.67,51.94,9.37,195.8,97.9,31879172.79
C,980,S20,1508,12,0.026,0.74,0.024,30.83333333,25.93359266,52,1560,2.85,2224.35,52.03,9.98,196.27,98.135,32714334.95
C,980,S25,1508,12,0.023,0.759,0.014,54.21428571,39.77262916,43,1551,2.79,2225.15,51.84,9.77,179.28,89.64,32726453.44
C,980,M,1508,13,0.017,0.738,0.016,46.125,35.77449321,71,1579,2.23,2232.48,50.84,9.01,134.62,67.31,37884084.38
C,909,S10,1506,5,0.022,1.06,0.014,75.71428571,39.77262916,49,1555,2.99,2204.17,51.75,9.2,193.28,96.64,28484658.46
C,909,S15,1506,9,0.028,1.048,0.017,61.64705882,34.09448306,56,1562,3.19,2199.15,52.11,9.82,188.4,94.2,28433148.15
C,909,S20,1506,10,0.025,1.045,0.012,87.08333333,44.94691449,45,1551,2.85,2203.16,52.1,8.65,198.06,99.03,28084492.21
C,909,S25,1506,7,0.024,1.081,0.018,60.05555556,32.58285073,45,1551,2.91,2208.95,11.33,8.98,191.53,95.765,28629813.81
C,909,S30,1506,7,0.025,1.01,0.02,50.5,29.96988564,53,1559,2.84,2198.43,52.14,8.57,177.82,88.91,27862777.96
C,909,M,1506,8,0.022,1.026,0.016,64.125,35.77449321,77,1583,2.39,2200.7,44.11,9.13,119.68,59.84,35308804.27
C,909,S05,1506,5,0.028,1.05,0.023,45.65217391,26.82423957,46,1552,2.4,2198.39,52.12,8.97,141.81,70.905,34509227.03
C,909,S10,1506,6,0.024,1.04,0.016,65,35.77449321,49,1555,2.59,2195.74,51.95,1.2,143.67,71.835,4272791.351
C,909,S15,1506,9,0.032,1.055,0.025,42.2,25.10710746,57,1563,3,2195.2,51.93,1.13,174.86,87.43,3472806.4
C,909,S20,1506,10,0.017,1.089,0.016,68.0625,35.77449321,51,1557,2.84,2202.48,52.21,8.7,190.5,95.25,28337541.97
C,909,S25,1506,6,0.03,1.047,0.02,52.35,29.96988564,51,1557,2.84,2203.57,51.88,8.91,189.25,94.625,29035914.27
C,980,M,1508,5,0.013,0.751,0.014,53.64285714,39.77262916,77,1585,2.38,2198.16,48.62,8.97,138.54,69.27,34795579.76
C,980,S05,1508,6,0.026,0.743,0.019,39.10526316,31.21470086,37,1545,3.22,2197.33,51.97,8.87,166.01,83.005,25422152.74
C,909,S20,1506,5,0.02,1.055,0.022,47.95454545,27.78715793,22,1528,2.85,2199.54,51.98,8.94,176.83,88.415,28978360.67
C,909,M,1506,6,0.018,1.048,0.011,95.27272727,48.15942887,37,1543,2.45,2216.56,46.69,9.54,12.59,6.295,36250255.54
C,909,S10,1506,4,0.025,1.07,0.017,62.94117647,34.09448306,51,1557,2.63,2220.52,51.88,9.46,162.87,81.435,33545893.78
C,909,S15,1506,8,0.02,1,0.021,47.61904762,28.83191546,42,1548,2.6,2227.41,51.81,9.15,155.1,77.55,32922833.19
C,909,S20,1506,7,0.024,1.052,0.023,45.73913043,26.82423957,37,1543,2.77,2228.69,52.13,9.27,161.11,80.555,31325565.51
C,909,S25,1506,6,0.021,1.1,0.025,44,25.10710746,51,1557,2.79,2228.08,51.89,9.51,158.8,79.4,31897480.77
C,976,M,1510,8,0.017,0.989,0.014,70.64285714,39.77262916,58,1568,2.36,2290.24,49.95,9.2,135.62,67.81,37497827.8
C,980,S15,1508,6,0.015,0.729,0.014,52.07142857,39.77262916,49,1557,2.69,2299.87,52.04,9.23,146.45,73.225,33143777.11
C,909,S20,1506,8,0.026,1.058,0.017,62.23529412,34.09448306,39,1545,2.88,2297.7,52.25,9.6,175.23,87.615,32167800
C,980,S25,1508,6,0.023,0.763,0.019,40.15789474,31.21470086,44,1552,2.82,2297.26,51.85,9.85,193.11,96.555,33701292.98
C,980,S30,1508,6,0.019,0.749,0.024,31.20833333,25.93359266,42,1550,2.95,2294.65,51.92,9.57,178.61,89.305,31264800.71
C,980,S05,1508,7,0.024,0.734,0.014,52.42857143,39.77262916,45,1553,2.54,2294.18,52.05,9.04,168.71,84.355,34293474.9
C,980,S10,1508,7,0.031,0.774,0.013,59.53846154,42.18126779,47,1555,2.65,2296.57,51.87,9.6,194.93,97.465,34942529.21
C,980,S25,1508,6,0.016,0.75,0.021,35.71428571,28.83191546,51,1559,2.84,2301.25,52.21,9.57,186.48,93.24,32569169.89
C,980,M,1508,2,0.023,0.755,0.019,39.94708995,31.34566508,52,1560,2.32,2300.41,50.02,9.4,134.23,67.115,39146632.24
C,909,S10,1506,8,0.022,1.067,0.013,82.07692308,42.18126779,43,1549,2.82,2302.32,52.21,9.89,170.23,85.115,33912683.74
C,909,S20,1506,5,0.021,1.023,0.021,48.71428571,28.83191546,34,1540,2.94,2300.29,52.18,9.7,178.43,89.215,31875447.14
C,909,M,1506,5,0.02,1.02,0.021,48.57142857,28.83191546,52,1558,2.42,2298.02,50.37,9.77,139.67,69.835,38965682.93
C,909,S05,1506,6,0.021,1.003,0.024,41.79166667,25.93359266,15,1521,2.95,2297.03,52.01,9.61,173.68,86.84,31428042.33
C,909,S20,1506,8,0.024,1.05,0.016,65.625,35.77449321,43,1549,2.77,2293.24,51.79,9.83,158.13,79.065,34180038.5
C,909,M,1506,12,0.02,1.062,0.014,75.85714286,39.77262916,85,1591,2.27,2297.02,50.01,9.48,133.07,66.535,40289933.18
C,909,S05,1506,6,0.021,1.033,0.015,68.86666667,37.65403131,39,1545,2.95,2300.33,51.68,9.26,175.49,87.745,30326926.9
C,909,S10,1506,8,0.026,1.05,0.026,40.38461538,24.33786233,198,1704,2.89,2297.12,51.96,9.64,173.76,86.88,32181935.83
C,909,S30,1506,11,0.02,1.01,0.015,67.33333333,37.65403131,38,1544,2.73,2298.56,52.13,9.02,173.82,86.91,31896940.31
C,980,M,1508,10,0.016,0.77,0.012,64.16666667,44.94691449,84,1592,2.37,2305.59,50.49,9.31,140.29,70.145,38039316.53
C,980,S05,1508,2,0.029,0.768,0.014,54.85714286,39.77262916,42,1550,2.58,2306.41,51.93,9.24,169.01,84.505,34692697.4
C,980,S19,1508,4,0.016,0.75,0.021,35.71428571,28.83191546,33,1541,3.05,2304,51.91,9,170.98,85.49,28554491.8
C,980,S24,1508,4,0.02,0.76,0.014,54.28571429,39.77262916,47,1555,3.07,2301.69,52.03,9.23,191.79,95.895,29064271.84
C,980,M,1508,5,0.02,0.763,0.016,47.6875,35.77449321,77,1585,2.65,2303.31,45.25,9.36,140.9,70.45,34168951.97
C,980,S07,1508,6,0.017,0.76,0.017,44.70588235,34.09448306,39,1547,2.68,2314.12,6.56,9.32,168.03,84.015,33799967.64
C,909,S12,1506,7,0.02,1.076,0.023,46.7826087,26.82423957,41,1547,2.85,2300.36,52.08,9.32,174,87,31594839.24
C,909,S27,1506,4,0.02,1.045,0.017,61.47058824,34.09448306,46,1552,2.38,2300.83,51.97,9.68,196.48,98.24,39303590.12
C,976,M,1510,8,0.016,1.04,0.011,94.54545455,48.15942887,65,1575,2.35,2305.17,50.83,9.68,137.7,68.85,39880421.92
C,909,S10,1506,8,0.024,1.067,0.016,66.6875,35.77449321,52,1558,2.98,2302.41,52.04,9.47,34.75,17.375,30730219.91
C,909,S15,1506,7,0.02,1.055,0.014,75.35714286,39.77262916,48,1554,2.94,2301.04,52.07,9.42,180,90,30965424
C,909,S20,1506,7,0.023,1.078,0.021,51.33333333,28.83191546,47,1553,2.88,2309.46,50.16,9.76,180.02,90.01,32871314
C,909,S25,1506,8,0.023,1.089,0.016,68.0625,35.77449321,46,1552,2.95,2304.93,50.15,9.51,197.75,98.875,31207970.87
C,909,S05,1506,9,0.016,1.046,0.012,87.16666667,44.94691449,44,1550,2.66,2302.89,50.03,9.21,176.32,88.16,33488868.79
C,909,S10,1506,11,0.024,1.061,0.018,58.94444444,32.58285073,53,1559,2.68,2301.86,49.81,9.55,176.55,88.275,34450598.73
C,909,S20,1506,7,0.017,1.059,0.016,66.1875,35.77449321,43,1549,2.89,2305.73,49.67,9,178.03,89.015,30157991
C,909,M,1506,7,0.023,1.032,0.016,64.5,35.77449321,198,1704,2.38,2302.86,48.37,9.54,135.71,67.855,38769325.41
C,980,S05,1508,10,0.019,0.898,0.019,47.26315789,31.21470086,54,1562,2.88,2293.22,49.87,9.83,172.89,86.445,32874264.21
C,909,S10,1506,5,0.018,1.07,0.016,66.875,35.77449321,45,1551,2.82,2305.04,50.17,9.61,178.22,89.11,32991498.04
C,909,S15,1506,9,0.025,1.088,0.011,98.90909091,48.15942887,40,1546,2.63,2299.74,50.06,8.87,161.16,80.58,32575860.82
C,909,S18,1506,4,0.021,0.78,0.028,27.85714286,22.94811947,53,1559,2.31,2303.05,58.93,7.2,212.31,106.155,30149018.18
C,976,M,1510,11,0.019,0.993,0.01,99.3,51.94243253,79,1589,2.33,2161.01,56.07,8.57,111.81,55.905,33383430.88
C,980,M,1508,11,0.02,0.738,0.022,33.54545455,27.78715793,69,1577,2.31,2220.41,56.37,8.37,111.68,55.84,33790603.09
C,980,S05,1508,14,0.011,0.743,0.014,53.07142857,39.77262916,56,1564,2.72,2228.1,58.02,8.84,135.96,67.98,30413565
C,980,S10,1508,5,0.02,0.736,0.029,25.37931034,22.31802259,36,1544,2.57,2226.94,58.06,8.29,128.45,64.225,30170271.18
C,980,S19,1508,10,0.017,0.765,0.025,30.6,25.10710746,31,1539,2.79,2229.77,57.9,8.2,139.94,69.97,27524472.69
C,909,M,1506,10,0.026,1.086,0.02,54.3,29.96988564,71,1577,2.37,2222.11,56.17,8.17,114.65,57.325,32172777.44
C,909,S10,1506,11,0.019,1.012,0.025,40.48,25.10710746,56,1562,2.5,2224.64,57.89,8.35,125.65,62.825,31207249.92
C,909,S15,1506,11,0.031,1.052,0.018,58.44444444,32.58285073,63,1569,2.76,2225.56,58.08,8.9,137.95,68.975,30141823.48
C,909,M,1506,8,0.02,1.042,0.014,74.42857143,39.77262916,73,1579,2.32,2220.87,55.62,8.24,112.66,56.33,33129253.86
C,909,S05,1506,4,0.018,1.056,0.018,58.66666667,32.58285073,44,1550,2.91,2226.72,58.03,8.36,145.36,72.68,26867557.61
C,909,S10,1506,12,0.021,1.061,0.015,70.73333333,37.65403131,48,1554,2.97,2221.31,58.25,8.68,147.35,73.675,27266019.31
C,1071,S15,1505,10,0.017,1.218,0.016,76.125,35.77449321,45,1550,2.79,2227.52,58.01,8.43,139.45,69.725,28267947.35
C,1071,S20,1505,5,0.026,1.203,0.015,80.2,37.65403131,46,1551,3.04,2225.27,58.15,8.33,149.27,74.635,25609636.91
C,980,S25,1508,5,0.018,0.761,0.02,38.05,29.96988564,37,1545,2.63,2225.84,58.22,8.1,131.26,65.63,28792044.41
C,980,S29,1508,5,0.016,0.743,0.014,53.07142857,39.77262916,48,1556,2.55,2221.91,58.01,8.02,126.94,63.47,29350124.09
C,980,M,1508,6,0.017,0.744,0.021,35.42857143,28.83191546,50,1558,2.28,2233.35,53.98,7.42,105.91,52.955,30526368.16
C,980,S05,1508,11,0.022,0.747,0.02,37.35,29.96988564,34,1542,2.91,2239.07,57.86,8.35,146.34,73.17,26984255.98
C,980,S25,1508,13,0.015,0.736,0.02,36.8,29.96988564,44,1552,2.71,2241.66,58.23,7.83,134.88,67.44,27202668.18
C,980,S05,1508,8,0.015,0.732,0.017,43.05882353,34.09448306,49,1557,2.8,2256.58,57.99,7.57,140.1,70.05,25623465.9
C,980,S10,1508,6,0.018,0.74,0.026,28.46153846,24.33786233,37,1545,2.81,2257.39,58.03,0.88,140.54,70.27,2969150.69
C,909,S15,1506,5,0.025,1.022,0.016,63.875,35.77449321,56,1562,2.64,2250.59,57.9,0.92,132.52,66.26,3294045.364
C,980,S20,1508,4,0.018,0.735,0.02,36.75,29.96988564,52,1560,2.52,2257,58.04,0.96,126.19,63.095,3611200
C,980,S25,1508,5,0.02,0.715,0.02,35.75,29.96988564,191,1699,2.56,2258.35,57.95,0.96,127.98,63.99,3556901.25
